,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
36,6653,2,96.457,65.095,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.277,0.085,0.356,0.319,0.148,0.418,26,14
37,6643,4,118.159,84.022,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.326,0.214,0.595,0.337,0.400,0.697,27,14
38,6648,8,165.369,124.888,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.346,0.465,0.788,0.535,0.815,0.911,25,13
39,6645,16,255.753,204.446,0.815,0.840,0.908,0.776,0.872,0.907,0.776,0.872,0.907,0.697,0.833,0.889,0.774,0.876,0.910,19,16
40,6640,32,426.047,367.338,0.685,0.769,0.844,0.670,0.773,0.842,0.679,0.776,0.842,0.670,0.766,0.840,0.677,0.747,0.845,31,28
41,6643,64,793.910,691.847,0.408,0.361,0.570,0.386,0.350,0.569,0.443,0.383,0.578,0.414,0.303,0.565,0.404,0.232,0.539,33,26
42,7600,2,104.274,67.239,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.269,0.085,0.357,0.303,0.135,0.405,25,16
43,7602,4,125.191,92.234,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.300,0.222,0.596,0.328,0.352,0.672,28,16
44,7598,8,183.206,141.034,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.328,0.467,0.783,0.472,0.752,0.891,27,14
45,7601,16,283.289,233.293,0.847,0.922,0.969,0.816,0.965,0.973,0.816,0.965,0.973,0.747,0.926,0.955,0.816,0.963,0.972,18,16
46,7602,32,482.972,417.128,0.671,0.714,0.792,0.651,0.706,0.787,0.664,0.721,0.789,0.658,0.704,0.793,0.653,0.650,0.794,29,25
47,7596,64,897.355,783.523,0.409,0.357,0.550,0.371,0.342,0.551,0.446,0.373,0.554,0.407,0.293,0.545,0.404,0.239,0.526,35,26
48,8560,2,115.141,73.634,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.282,0.077,0.347,0.285,0.128,0.398,29,17
49,8550,4,141.673,102.925,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.306,0.225,0.601,0.332,0.374,0.683,26,15
50,8536,8,199.260,156.425,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.341,0.441,0.775,0.330,0.649,0.860,28,16
51,8541,16,315.093,258.466,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.740,0.917,0.956,0.870,0.984,0.985,20,16
52,8548,32,542.498,467.398,0.662,0.755,0.835,0.630,0.754,0.835,0.678,0.788,0.843,0.662,0.777,0.840,0.648,0.726,0.839,31,28
53,8540,64,1014.103,880.502,0.399,0.349,0.562,0.369,0.337,0.561,0.453,0.380,0.570,0.425,0.309,0.568,0.429,0.256,0.558,35,27
54,9488,2,118.432,80.969,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.296,0.076,0.347,0.294,0.133,0.404,28,16
55,9500,4,153.203,111.658,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.307,0.208,0.591,0.305,0.339,0.660,28,18
56,9497,8,219.515,172.136,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.344,0.442,0.778,0.337,0.608,0.842,27,18
57,9498,16,345.689,286.519,0.849,0.924,0.960,0.849,0.964,0.970,0.849,0.963,0.970,0.676,0.873,0.933,0.849,0.964,0.970,21,16
58,9499,32,600.968,517.690,0.674,0.751,0.824,0.684,0.773,0.828,0.686,0.776,0.828,0.671,0.760,0.830,0.663,0.749,0.829,29,28
59,9505,64,1118.315,974.702,0.438,0.419,0.613,0.393,0.388,0.603,0.486,0.450,0.620,0.458,0.373,0.617,0.436,0.294,0.608,39,31
