,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
72,Cell80,1,2,1,2,0,0,4
73,Cell81,1,1,2,1,1,1,1
74,Cell82,1,11,2,1,1,1,9
75,Cell83,1,12,2,1,1,1,15
76,Cell84,1,9,1,2,0,0,23
77,Cell85,1,2,1,2,0,0,4
78,Cell87,1,1,2,1,1,1,15
79,Cell88,1,5,2,1,1,1,3
80,Cell89,1,11,2,1,1,1,9
81,Cell90,1,3,1,2,0,0,8
82,Cell91,1,7,2,1,1,1,10
83,Cell92,1,1,2,1,1,1,26
84,Cell93,1,11,2,1,1,1,9
85,Cell94,1,11,2,1,1,1,17
86,Cell95,1,7,2,1,1,1,10
87,Cell96,1,9,1,2,0,0,23
88,Cell98,1,7,2,1,1,1,1
89,Cell99,1,2,1,2,0,0,13
90,Cell101,1,7,2,1,1,1,1
91,Cell102,1,7,2,1,1,1,1
92,Cell103,1,10,1,2,0,0,6
93,Cell104,1,2,1,2,0,0,13
94,Cell105,1,7,2,1,1,1,10
95,Cell106,1,9,1,2,0,0,23
96,Cell107,1,9,1,2,0,0,25
97,Cell108,1,10,1,2,0,0,6
98,Cell109,1,2,1,2,0,0,13
99,Cell110,1,10,1,2,0,0,6
100,Cell111,1,9,1,2,0,0,23
101,Cell113,1,15,1,2,0,0,7
102,Cell114,1,10,1,2,0,0,6
103,Cell116,1,1,2,1,1,1,26
104,Cell117,1,3,1,2,0,0,14
105,Cell118,1,3,1,2,0,0,8
106,Cell119,1,12,2,1,1,1,15
107,Cell120,1,16,2,1,1,1,11
108,Cell121,1,13,1,2,0,0,16
109,Cell122,1,5,2,1,1,1,3
110,Cell123,1,3,1,2,0,0,8
111,Cell125,1,1,2,1,1,1,12
112,Cell126,1,7,2,1,1,1,17
113,Cell127,1,8,2,1,1,1,9
114,Cell128,1,13,1,2,0,0,5
115,Cell129,1,1,2,1,1,1,1
116,Cell130,1,12,2,1,1,1,18
117,Cell131,1,8,2,1,1,1,0
118,Cell132,1,7,2,1,1,1,1
119,Cell133,1,2,1,2,0,0,13
120,Cell134,1,5,2,1,1,1,3
121,Cell135,1,12,2,1,1,1,18
122,Cell136,1,16,2,1,1,1,11
123,Cell137,1,8,2,1,1,1,0
124,Cell138,1,10,1,2,0,0,6
125,Cell139,1,3,1,2,0,0,14
126,Cell140,1,3,1,2,0,0,8
127,Cell141,1,4,1,2,0,0,2
128,Cell142,1,3,1,2,0,0,14
129,Cell143,1,3,1,2,0,0,14
130,Cell144,1,4,1,2,0,0,19
131,Cell145,1,14,1,2,0,0,4
132,Cell146,1,2,1,2,0,0,13
133,Cell147,1,2,1,2,0,0,4
134,Cell149,1,7,2,1,1,1,10
135,Cell150,1,4,1,2,0,0,2
136,Cell151,1,8,2,1,1,1,9
137,Cell152,1,7,2,1,1,1,17
138,Cell153,1,12,2,1,1,1,18
139,Cell154,1,4,1,2,0,0,2
140,Cell156,1,2,1,2,0,0,4
141,Cell157,1,14,1,2,0,0,27
142,Cell158,1,13,1,2,0,0,5
143,Cell159,1,10,1,2,0,0,16
144,Cell161,1,12,2,1,1,1,18
145,Cell162,1,2,1,2,0,0,4
146,Cell163,1,9,1,2,0,0,23
147,Cell164,1,8,2,1,1,1,9
148,Cell165,1,13,1,2,0,0,5
149,Cell166,1,1,2,1,1,1,12
150,Cell167,1,14,1,2,0,0,22
151,Cell168,1,4,1,2,0,0,2
152,Cell169,1,7,2,1,1,1,17
153,Cell170,1,9,1,2,0,0,23
154,Cell171,1,11,2,1,1,1,17
155,Cell172,1,7,2,1,1,1,10
156,Cell173,1,15,1,2,0,0,7
157,Cell174,1,13,1,2,0,0,5
158,Cell175,1,3,1,2,0,0,8
159,Cell176,1,5,2,1,1,1,0
160,Cell177,1,14,1,2,0,0,22
161,Cell178,1,16,2,1,1,1,11
162,Cell180,1,15,1,2,0,0,7
163,Cell181,1,1,2,1,1,1,26
164,Cell182,1,8,2,1,1,1,0
165,Cell183,1,1,2,1,1,1,12
166,Cell184,1,13,1,2,0,0,5
167,Cell185,1,16,2,1,1,1,11
168,Cell187,1,14,1,2,0,0,4
169,Cell188,1,3,1,2,0,0,8
170,Cell189,1,7,2,1,1,1,17
171,Cell190,1,13,1,2,0,0,5
172,Cell191,1,15,1,2,0,0,7
173,Cell192,1,1,2,1,1,1,12
174,Cell193,1,4,1,2,0,0,19
175,Cell194,1,7,2,1,1,1,1
176,Cell195,1,12,2,1,1,1,15
177,Cell196,1,7,2,1,1,1,10
178,Cell197,1,5,2,1,1,1,3
179,Cell198,1,8,2,1,1,1,0
180,Cell199,1,6,2,1,1,1,20
181,Cell200,1,4,1,2,0,0,19
182,Cell201,1,7,2,1,1,1,1
183,Cell202,1,2,1,2,0,0,13
184,Cell203,1,2,1,2,0,0,4
185,Cell204,1,15,1,2,0,0,7
186,Cell205,1,8,2,1,1,1,0
187,Cell206,1,9,1,2,0,0,6
188,Cell207,1,2,1,2,0,0,13
189,Cell208,1,4,1,2,0,0,2
190,Cell209,1,7,2,1,1,1,1
191,Cell210,1,7,2,1,1,1,10
192,Cell212,1,3,1,2,0,0,14
193,Cell213,1,13,1,2,0,0,5
194,Cell214,1,1,2,1,1,1,15
195,Cell215,1,2,1,2,0,0,13
196,Cell216,1,7,2,1,1,1,1
197,Cell217,1,6,2,1,1,1,24
198,Cell218,1,11,2,1,1,1,26
199,Cell219,1,15,1,2,0,0,7
200,Cell220,1,1,2,1,1,1,15
201,Cell221,1,3,1,2,0,0,8
202,Cell222,1,10,1,2,0,0,16
203,Cell223,1,14,1,2,0,0,4
204,Cell224,1,8,2,1,1,1,9
205,Cell225,1,14,1,2,0,0,27
206,Cell226,1,7,2,1,1,1,1
207,Cell227,1,13,1,2,0,0,5
208,Cell228,1,5,2,1,1,1,3
209,Cell229,1,9,1,2,0,0,25
210,Cell230,1,2,1,2,0,0,4
211,Cell231,1,4,1,2,0,0,19
212,Cell232,1,5,2,1,1,1,3
213,Cell233,1,4,1,2,0,0,19
214,Cell235,1,8,2,1,1,1,24
215,Cell236,1,9,1,2,0,0,23
216,Cell237,1,4,1,2,0,0,2
217,Cell238,1,12,2,1,1,1,21
218,Cell239,1,4,1,2,0,0,2
219,Cell240,1,7,2,1,1,1,1
220,Cell241,1,3,1,2,0,0,14
221,Cell242,1,9,1,2,0,0,23
222,Cell243,1,7,2,1,1,1,1
223,Cell244,1,9,1,2,0,0,23
224,Cell246,1,9,1,2,0,0,6
225,Cell247,1,7,2,1,1,1,1
226,Cell248,1,9,1,2,0,0,23
227,Cell249,1,14,1,2,0,0,27
228,Cell250,1,5,2,1,1,1,3
229,Cell251,1,9,1,2,0,0,23
230,Cell252,1,7,2,1,1,1,1
231,Cell253,1,6,2,1,1,1,10
232,Cell254,1,6,2,1,1,1,24
233,Cell255,1,3,1,2,0,0,14
234,Cell256,1,13,1,2,0,0,5
235,Cell257,1,4,1,2,0,0,19
236,Cell258,1,13,1,2,0,0,5
237,Cell259,1,5,2,1,1,1,3
238,Cell260,1,10,1,2,0,0,6
239,Cell261,1,3,1,2,0,0,8
240,Cell262,1,7,2,1,1,1,1
241,Cell263,1,1,2,1,1,1,11
242,Cell264,1,12,2,1,1,1,18
243,Cell266,1,5,2,1,1,1,3
244,Cell267,1,3,1,2,0,0,14
245,Cell268,1,1,2,1,1,1,12
246,Cell269,1,15,1,2,0,0,7
247,Cell270,1,13,1,2,0,0,5
248,Cell271,1,2,1,2,0,0,4
249,Cell272,1,11,2,1,1,1,9
250,Cell273,1,10,1,2,0,0,16
251,Cell274,1,7,2,1,1,1,10
252,Cell275,1,3,1,2,0,0,14
253,Cell276,1,10,1,2,0,0,16
254,Cell277,1,7,2,1,1,1,1
255,Cell278,1,6,2,1,1,1,20
256,Cell279,1,5,2,1,1,1,3
257,Cell280,1,1,2,1,1,1,12
258,Cell281,1,12,2,1,1,1,18
259,Cell282,1,14,1,2,0,0,22
260,Cell283,1,8,2,1,1,1,9
261,Cell285,1,5,2,1,1,1,3
262,Cell286,1,8,2,1,1,1,24
263,Cell287,1,1,2,1,1,1,1
264,Cell288,1,9,1,2,0,0,23
265,Cell289,1,1,2,1,1,1,15
266,Cell290,1,6,2,1,1,1,20
267,Cell291,1,7,2,1,1,1,10
268,Cell292,1,7,2,1,1,1,1
269,Cell294,1,7,2,1,1,1,1
270,Cell295,1,12,2,1,1,1,18
271,Cell297,1,2,1,2,0,0,4
272,Cell299,1,3,1,2,0,0,8
273,Cell300,1,15,1,2,0,0,7
274,Cell301,1,8,2,1,1,1,9
275,Cell302,1,3,1,2,0,0,14
276,Cell303,1,9,1,2,0,0,23
277,Cell304,1,9,1,2,0,0,25
278,Cell305,1,4,1,2,0,0,2
279,Cell306,1,16,2,1,1,1,11
280,Cell307,1,1,2,1,1,1,12
281,Cell308,1,1,2,1,1,1,12
282,Cell309,1,16,2,1,1,1,11
283,Cell310,1,11,2,1,1,1,17
284,Cell311,1,3,1,2,0,0,14
285,Cell312,1,1,2,1,1,1,26
286,Cell313,1,7,2,1,1,1,17
287,Cell314,1,4,1,2,0,0,19
288,Cell315,1,1,2,1,1,1,12
289,Cell316,1,15,1,2,0,0,7
290,Cell317,1,12,2,1,1,1,18
291,Cell318,1,6,2,1,1,1,24
292,Cell319,1,2,1,2,0,0,13
293,Cell320,1,12,2,1,1,1,18
294,Cell321,1,4,1,2,0,0,19
295,Cell322,1,5,2,1,1,1,3
296,Cell323,1,1,2,1,1,1,12
297,Cell324,1,8,2,1,1,1,9
298,Cell325,1,8,2,1,1,1,9
299,Cell326,1,6,2,1,1,1,20
300,Cell327,1,5,2,1,1,1,0
301,Cell328,1,7,2,1,1,1,1
302,Cell329,1,13,1,2,0,0,5
303,Cell330,1,6,2,1,1,1,24
304,Cell331,1,7,2,1,1,1,1
305,Cell332,1,16,2,1,1,1,11
306,Cell333,1,8,2,1,1,1,9
307,Cell334,1,12,2,1,1,1,15
308,Cell335,1,5,2,1,1,1,3
309,Cell336,1,7,2,1,1,1,17
310,Cell337,1,1,2,1,1,1,11
311,Cell338,1,1,2,1,1,1,15
312,Cell339,1,13,1,2,0,0,5
313,Cell340,1,16,2,1,1,1,11
314,Cell341,1,5,2,1,1,1,0
315,Cell342,1,9,1,2,0,0,25
316,Cell343,1,1,2,1,1,1,12
317,Cell344,1,10,1,2,0,0,16
318,Cell345,1,8,2,1,1,1,0
319,Cell346,1,5,2,1,1,1,3
320,Cell347,1,12,2,1,1,1,21
321,Cell348,1,5,2,1,1,1,3
322,Cell349,1,11,2,1,1,1,17
323,Cell350,1,1,2,1,1,1,11
324,Cell351,1,11,2,1,1,1,18
325,Cell353,1,8,2,1,1,1,0
326,Cell354,1,4,1,2,0,0,19
327,Cell355,1,8,2,1,1,1,0
328,Cell356,1,5,2,1,1,1,3
329,Cell357,1,6,2,1,1,1,10
330,Cell358,1,4,1,2,0,0,19
331,Cell359,1,4,1,2,0,0,19
332,Cell360,1,5,2,1,1,1,3
333,Cell361,1,15,1,2,0,0,7
334,Cell362,1,13,1,2,0,0,5
335,Cell363,1,11,2,1,1,1,17
336,Cell364,1,1,2,1,1,1,12
337,Cell365,1,12,2,1,1,1,18
338,Cell366,1,6,2,1,1,1,24
339,Cell367,1,3,1,2,0,0,8
340,Cell368,1,13,1,2,0,0,5
341,Cell369,1,6,2,1,1,1,10
342,Cell370,1,2,1,2,0,0,13
343,Cell371,1,3,1,2,0,0,8
344,Cell372,1,3,1,2,0,0,8
345,Cell373,1,3,1,2,0,0,8
346,Cell374,1,13,1,2,0,0,5
347,Cell375,1,9,1,2,0,0,25
348,Cell376,1,6,2,1,1,1,24
349,Cell377,1,7,2,1,1,1,10
350,Cell378,1,13,1,2,0,0,16
351,Cell379,1,8,2,1,1,1,24
352,Cell380,1,3,1,2,0,0,14
353,Cell381,1,1,2,1,1,1,12
354,Cell382,1,3,1,2,0,0,8
355,Cell383,1,5,2,1,1,1,3
356,Cell384,1,7,2,1,1,1,10
357,Cell385,1,2,1,2,0,0,6
358,Cell386,1,2,1,2,0,0,4
359,Cell387,1,8,2,1,1,1,0
360,Cell388,1,2,1,2,0,0,13
361,Cell389,1,11,2,1,1,1,26
362,Cell391,1,2,1,2,0,0,13
363,Cell392,1,2,1,2,0,0,13
364,Cell393,1,10,1,2,0,0,16
365,Cell394,1,3,1,2,0,0,14
366,Cell395,1,13,1,2,0,0,5
367,Cell396,1,1,2,1,1,1,11
368,Cell397,1,2,1,2,0,0,13
369,Cell398,1,1,2,1,1,1,12
370,Cell399,1,7,2,1,1,1,10
371,Cell400,1,4,1,2,0,0,2
372,Cell401,1,5,2,1,1,1,3
373,Cell402,1,2,1,2,0,0,4
374,Cell403,1,3,1,2,0,0,14
375,Cell404,1,14,1,2,0,0,4
376,Cell405,1,4,1,2,0,0,2
377,Cell406,1,13,1,2,0,0,27
378,Cell407,1,1,2,1,1,1,26
379,Cell408,1,8,2,1,1,1,0
380,Cell409,1,2,1,2,0,0,4
381,Cell410,1,2,1,2,0,0,4
382,Cell411,1,1,2,1,1,1,26
383,Cell412,1,6,2,1,1,1,24
384,Cell413,1,2,1,2,0,0,13
385,Cell414,1,4,1,2,0,0,2
386,Cell415,1,13,1,2,0,0,5
387,Cell416,1,3,1,2,0,0,14
388,Cell417,1,7,2,1,1,1,1
389,Cell419,1,11,2,1,1,1,9
390,Cell420,1,11,2,1,1,1,9
391,Cell421,1,1,2,1,1,1,12
392,Cell422,1,14,1,2,0,0,22
393,Cell423,1,4,1,2,0,0,2
394,Cell424,1,3,1,2,0,0,8
395,Cell425,1,12,2,1,1,1,15
396,Cell426,1,2,1,2,0,0,13
397,Cell427,1,5,2,1,1,1,3
398,Cell428,1,4,1,2,0,0,19
399,Cell429,1,4,1,2,0,0,19
400,Cell430,1,6,2,1,1,1,24
401,Cell431,1,15,1,2,0,0,7
402,Cell432,1,9,1,2,0,0,6
403,Cell433,1,10,1,2,0,0,16
404,Cell434,1,11,2,1,1,1,9
405,Cell436,1,1,2,1,1,1,15
406,Cell437,1,4,1,2,0,0,19
407,Cell438,1,7,2,1,1,1,10
408,Cell439,1,8,2,1,1,1,0
409,Cell440,1,11,2,1,1,1,17
410,Cell441,1,16,2,1,1,1,11
411,Cell442,1,13,1,2,0,0,5
412,Cell443,1,2,1,2,0,0,4
413,Cell444,1,13,1,2,0,0,5
414,Cell445,1,13,1,2,0,0,5
415,Cell446,1,7,2,1,1,1,1
416,Cell447,1,5,2,1,1,1,3
417,Cell448,1,8,2,1,1,1,0
418,Cell449,1,2,1,2,0,0,4
419,Cell450,1,6,2,1,1,1,24
420,Cell451,1,13,1,2,0,0,5
421,Cell452,1,6,2,1,1,1,24
422,Cell453,1,5,2,1,1,1,3
423,Cell454,1,8,2,1,1,1,24
424,Cell455,1,16,2,1,1,1,11
425,Cell456,1,1,2,1,1,1,15
426,Cell457,1,14,1,2,0,0,22
427,Cell458,1,16,2,1,1,1,11
428,Cell459,1,10,1,2,0,0,16
429,Cell460,1,9,1,2,0,0,23
430,Cell461,1,16,2,1,1,1,11
431,Cell462,1,3,1,2,0,0,8
432,Cell463,1,8,2,1,1,1,0
433,Cell464,1,14,1,2,0,0,22
434,Cell465,1,3,1,2,0,0,8
435,Cell466,1,1,2,1,1,1,26
436,Cell467,1,13,1,2,0,0,5
437,Cell468,1,1,2,1,1,1,12
438,Cell469,1,1,2,1,1,1,12
439,Cell470,1,12,2,1,1,1,18
440,Cell471,1,12,2,1,1,1,18
441,Cell472,1,2,1,2,0,0,13
442,Cell473,1,15,1,2,0,0,7
443,Cell474,1,10,1,2,0,0,16
444,Cell475,1,9,1,2,0,0,23
445,Cell476,1,2,1,2,0,0,4
446,Cell477,1,6,2,1,1,1,10
447,Cell478,1,2,1,2,0,0,13
448,Cell479,1,11,2,1,1,1,17
449,Cell480,1,11,2,1,1,1,17
450,Cell481,1,10,1,2,0,0,16
451,Cell482,1,15,1,2,0,0,7
452,Cell483,1,6,2,1,1,1,20
453,Cell484,1,6,2,1,1,1,24
454,Cell485,1,2,1,2,0,0,4
455,Cell486,1,8,2,1,1,1,0
456,Cell487,1,1,2,1,1,1,11
457,Cell488,1,7,2,1,1,1,1
458,Cell489,1,2,1,2,0,0,4
459,Cell490,1,5,2,1,1,1,3
460,Cell491,1,11,2,1,1,1,17
461,Cell492,1,8,2,1,1,1,24
462,Cell493,1,3,1,2,0,0,8
463,Cell494,1,7,2,1,1,1,1
464,Cell495,1,6,2,1,1,1,10
465,Cell496,1,3,1,2,0,0,8
466,Cell497,1,1,2,1,1,1,12
467,Cell498,1,10,1,2,0,0,16
468,Cell499,1,7,2,1,1,1,1
469,Cell500,1,4,1,2,0,0,19
470,Cell501,1,13,1,2,0,0,27
471,Cell502,1,12,2,1,1,1,21
472,Cell503,1,13,1,2,0,0,5
473,Cell504,1,15,1,2,0,0,7
474,Cell505,1,11,2,1,1,1,9
475,Cell506,1,6,2,1,1,1,20
476,Cell507,1,6,2,1,1,1,20
477,Cell508,1,1,2,1,1,1,12
478,Cell509,1,5,2,1,1,1,3
479,Cell510,1,11,2,1,1,1,9
480,Cell511,1,1,2,1,1,1,12
481,Cell512,1,7,2,1,1,1,1
482,Cell513,1,2,1,2,0,0,6
483,Cell514,1,15,1,2,0,0,7
484,Cell515,1,11,2,1,1,1,26
485,Cell516,1,8,2,1,1,1,0
486,Cell517,1,13,1,2,0,0,5
487,Cell518,1,1,2,1,1,1,12
488,Cell519,1,2,1,2,0,0,6
489,Cell520,1,16,2,1,1,1,11
490,Cell521,1,4,1,2,0,0,19
491,Cell522,1,3,1,2,0,0,8
492,Cell524,1,9,1,2,0,0,25
493,Cell525,1,10,1,2,0,0,6
494,Cell526,1,8,2,1,1,1,24
495,Cell527,1,2,1,2,0,0,13
496,Cell528,1,13,1,2,0,0,5
497,Cell529,1,3,1,2,0,0,14
498,Cell530,1,5,2,1,1,1,21
499,Cell531,1,12,2,1,1,1,15
500,Cell532,1,7,2,1,1,1,1
501,Cell533,1,6,2,1,1,1,20
502,Cell534,1,6,2,1,1,1,10
503,Cell535,1,3,1,2,0,0,14
504,Cell536,1,10,1,2,0,0,6
505,Cell537,1,13,1,2,0,0,5
506,Cell538,1,8,2,1,1,1,0
507,Cell539,1,1,2,1,1,1,1
508,Cell540,1,16,2,1,1,1,11
509,Cell541,1,9,1,2,0,0,6
510,Cell542,1,3,1,2,0,0,8
511,Cell543,1,4,1,2,0,0,19
512,Cell544,1,4,1,2,0,0,2
513,Cell545,1,10,1,2,0,0,16
514,Cell546,1,3,1,2,0,0,8
515,Cell547,1,5,2,1,1,1,21
516,Cell548,1,9,1,2,0,0,25
517,Cell549,1,13,1,2,0,0,5
518,Cell550,1,12,2,1,1,1,15
519,Cell551,1,14,1,2,0,0,22
520,Cell552,1,2,1,2,0,0,4
521,Cell553,1,7,2,1,1,1,1
522,Cell555,1,4,1,2,0,0,2
523,Cell556,1,11,2,1,1,1,17
524,Cell557,1,2,1,2,0,0,4
525,Cell558,1,7,2,1,1,1,1
526,Cell559,1,5,2,1,1,1,0
527,Cell560,1,6,2,1,1,1,20
528,Cell561,1,1,2,1,1,1,15
529,Cell562,1,3,1,2,0,0,8
530,Cell563,1,8,2,1,1,1,0
531,Cell564,1,1,2,1,1,1,11
532,Cell565,1,13,1,2,0,0,5
533,Cell566,1,8,2,1,1,1,0
534,Cell567,1,15,1,2,0,0,7
535,Cell568,1,6,2,1,1,1,20
536,Cell569,1,7,2,1,1,1,10
537,Cell570,1,8,2,1,1,1,0
538,Cell571,1,4,1,2,0,0,2
539,Cell572,1,15,1,2,0,0,7
540,Cell573,1,9,1,2,0,0,6
541,Cell574,1,15,1,2,0,0,7
542,Cell575,1,10,1,2,0,0,16
543,Cell576,1,4,1,2,0,0,2
544,Cell577,1,9,1,2,0,0,23
545,Cell578,1,8,2,1,1,1,9
546,Cell579,1,6,2,1,1,1,24
547,Cell580,1,3,1,2,0,0,8
548,Cell581,1,6,2,1,1,1,24
549,Cell582,1,6,2,1,1,1,24
550,Cell583,1,13,1,2,0,0,5
551,Cell584,1,15,1,2,0,0,7
552,Cell585,1,13,1,2,0,0,5
553,Cell586,1,14,1,2,0,0,22
554,Cell587,1,11,2,1,1,1,18
555,Cell588,1,9,1,2,0,0,23
556,Cell589,1,6,2,1,1,1,20
557,Cell590,1,14,1,2,0,0,22
558,Cell591,1,7,2,1,1,1,1
559,Cell592,1,3,1,2,0,0,8
560,Cell593,1,9,1,2,0,0,23
561,Cell594,1,4,1,2,0,0,19
562,Cell595,1,7,2,1,1,1,1
563,Cell596,1,6,2,1,1,1,24
564,Cell597,1,11,2,1,1,1,18
565,Cell598,1,9,1,2,0,0,23
566,Cell599,1,8,2,1,1,1,0
567,Cell601,1,11,2,1,1,1,17
568,Cell603,1,11,2,1,1,1,9
569,Cell604,1,6,2,1,1,1,10
570,Cell605,1,13,1,2,0,0,16
571,Cell606,1,15,1,2,0,0,7
572,Cell607,1,8,2,1,1,1,0
573,Cell608,1,8,2,1,1,1,0
574,Cell609,1,5,2,1,1,1,21
575,Cell610,1,12,2,1,1,1,15
576,Cell611,1,4,1,2,0,0,2
577,Cell612,1,5,2,1,1,1,3
578,Cell613,1,14,1,2,0,0,27
579,Cell614,1,13,1,2,0,0,5
580,Cell615,1,6,2,1,1,1,10
581,Cell616,1,14,1,2,0,0,4
582,Cell617,1,13,1,2,0,0,27
583,Cell618,1,4,1,2,0,0,2
584,Cell619,1,7,2,1,1,1,10
585,Cell620,1,5,2,1,1,1,3
586,Cell621,1,14,1,2,0,0,22
587,Cell622,1,1,2,1,1,1,15
588,Cell623,1,12,2,1,1,1,18
589,Cell624,1,1,2,1,1,1,12
590,Cell626,1,9,1,2,0,0,23
591,Cell627,1,8,2,1,1,1,0
592,Cell628,1,4,1,2,0,0,2
593,Cell629,1,6,2,1,1,1,20
594,Cell630,1,6,2,1,1,1,20
595,Cell631,1,6,2,1,1,1,10
596,Cell632,1,14,1,2,0,0,22
597,Cell633,1,3,1,2,0,0,8
598,Cell634,1,2,1,2,0,0,4
599,Cell635,1,1,2,1,1,1,12
600,Cell636,1,9,1,2,0,0,6
601,Cell638,1,16,2,1,1,1,11
602,Cell639,1,8,2,1,1,1,9
603,Cell640,1,4,1,2,0,0,19
604,Cell641,1,10,1,2,0,0,6
605,Cell642,1,11,2,1,1,1,9
606,Cell643,1,13,1,2,0,0,5
607,Cell644,1,1,2,1,1,1,12
608,Cell645,1,2,1,2,0,0,13
609,Cell647,1,7,2,1,1,1,1
610,Cell648,1,15,1,2,0,0,7
611,Cell649,1,15,1,2,0,0,7
612,Cell650,1,7,2,1,1,1,1
613,Cell651,1,3,1,2,0,0,14
614,Cell652,1,6,2,1,1,1,20
615,Cell653,1,4,1,2,0,0,2
616,Cell654,1,3,1,2,0,0,14
617,Cell655,1,9,1,2,0,0,23
618,Cell656,1,11,2,1,1,1,18
619,Cell657,1,8,2,1,1,1,0
620,Cell658,1,10,1,2,0,0,6
621,Cell659,1,4,1,2,0,0,2
622,Cell660,1,4,1,2,0,0,2
623,Cell661,1,2,1,2,0,0,4
624,Cell662,1,9,1,2,0,0,25
625,Cell663,1,1,2,1,1,1,15
626,Cell664,1,3,1,2,0,0,14
627,Cell665,1,16,2,1,1,1,11
628,Cell666,1,5,2,1,1,1,0
629,Cell667,1,12,2,1,1,1,18
630,Cell668,1,9,1,2,0,0,23
631,Cell669,1,6,2,1,1,1,24
632,Cell670,1,10,1,2,0,0,16
633,Cell671,1,1,2,1,1,1,15
634,Cell672,1,6,2,1,1,1,10
635,Cell673,1,8,2,1,1,1,0
636,Cell674,1,10,1,2,0,0,6
637,Cell675,1,1,2,1,1,1,26
638,Cell676,1,9,1,2,0,0,23
639,Cell677,1,4,1,2,0,0,19
640,Cell679,1,2,1,2,0,0,13
641,Cell680,1,10,1,2,0,0,6
642,Cell681,1,11,2,1,1,1,17
643,Cell682,1,1,2,1,1,1,12
644,Cell683,1,6,2,1,1,1,17
645,Cell684,1,4,1,2,0,0,19
646,Cell685,1,2,1,2,0,0,4
647,Cell686,1,13,1,2,0,0,5
648,Cell687,1,5,2,1,1,1,0
649,Cell688,1,1,2,1,1,1,11
650,Cell689,1,9,1,2,0,0,25
651,Cell690,1,1,2,1,1,1,12
652,Cell691,1,12,2,1,1,1,18
653,Cell692,1,3,1,2,0,0,14
654,Cell693,1,3,1,2,0,0,8
655,Cell694,1,8,2,1,1,1,24
656,Cell695,1,12,2,1,1,1,15
657,Cell696,1,7,2,1,1,1,17
658,Cell697,1,12,2,1,1,1,15
659,Cell698,1,9,1,2,0,0,6
660,Cell699,1,13,1,2,0,0,5
661,Cell701,1,3,1,2,0,0,8
