,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
90,Cell101,1,12,35,60,18,57,14
91,Cell102,1,17,9,42,39,13,21
92,Cell103,1,19,59,8,14,58,22
93,Cell104,1,11,11,13,0,49,33
94,Cell105,1,16,29,55,57,29,20
95,Cell106,1,2,18,21,53,34,7
96,Cell107,1,22,24,11,34,26,18
97,Cell108,1,26,33,24,30,62,30
98,Cell109,1,10,39,21,7,46,36
99,Cell110,1,10,31,7,60,52,12
100,Cell111,1,5,57,23,38,25,5
101,Cell113,1,8,25,31,23,2,2
102,Cell114,1,10,39,4,7,46,36
103,Cell116,1,17,9,42,39,13,21
104,Cell117,1,5,57,23,38,24,5
105,Cell118,1,5,57,23,38,24,5
106,Cell119,1,11,55,54,2,7,32
107,Cell120,1,9,10,54,4,6,4
108,Cell121,1,23,42,15,27,42,27
109,Cell122,1,11,55,54,2,7,32
110,Cell123,1,27,7,19,6,4,34
111,Cell125,1,10,39,43,7,46,36
112,Cell126,1,6,16,64,45,30,8
113,Cell127,1,4,49,45,43,0,10
114,Cell128,1,11,11,13,0,49,33
115,Cell129,1,7,1,39,49,38,13
116,Cell130,1,7,45,64,36,52,13
117,Cell131,1,3,41,63,24,53,9
118,Cell132,1,24,26,59,16,14,29
119,Cell133,1,30,37,22,13,50,37
120,Cell134,1,6,16,1,19,23,3
121,Cell135,1,9,10,34,4,37,4
122,Cell136,1,24,26,59,16,14,29
123,Cell137,1,21,50,58,21,54,26
124,Cell138,1,18,32,2,5,10,24
125,Cell139,1,25,2,14,37,12,28
126,Cell140,1,28,4,25,11,3,25
127,Cell141,1,7,1,33,7,38,13
128,Cell142,1,11,11,13,0,49,33
129,Cell143,1,1,35,5,18,57,0
130,Cell144,1,28,4,3,11,3,25
131,Cell145,1,9,40,18,47,6,4
132,Cell146,1,23,42,15,27,42,27
133,Cell147,1,10,31,21,60,52,12
134,Cell149,1,3,20,62,43,0,9
135,Cell150,1,1,43,10,45,30,8
136,Cell151,1,20,61,49,42,56,23
137,Cell152,1,21,50,58,21,54,26
138,Cell153,1,8,38,41,52,37,2
139,Cell154,1,4,20,27,43,0,10
140,Cell156,1,9,53,18,47,11,4
141,Cell157,1,7,6,25,63,2,13
142,Cell158,1,7,1,33,49,38,13
143,Cell159,1,4,44,6,62,32,10
144,Cell161,1,12,35,43,18,57,14
145,Cell162,1,4,12,16,48,19,18
146,Cell163,1,5,57,23,38,24,5
147,Cell164,1,9,55,54,2,6,4
148,Cell165,1,12,35,29,18,57,14
149,Cell166,1,9,10,34,4,37,4
150,Cell167,1,15,58,14,28,55,15
151,Cell168,1,1,62,9,8,1,0
152,Cell169,1,31,21,36,46,33,38
153,Cell170,1,8,25,31,23,43,2
154,Cell171,1,3,41,45,24,53,9
155,Cell172,1,13,34,35,1,22,16
156,Cell173,1,3,41,16,24,53,9
157,Cell174,1,18,32,2,5,10,24
158,Cell175,1,4,14,27,48,15,17
159,Cell176,1,11,55,54,2,7,32
160,Cell177,1,9,55,18,2,6,4
161,Cell178,1,25,2,38,37,12,28
162,Cell180,1,26,33,24,30,44,30
163,Cell181,1,16,29,55,57,29,20
164,Cell182,1,1,52,61,8,16,0
165,Cell183,1,16,29,55,57,29,20
166,Cell184,1,1,43,9,3,5,8
167,Cell185,1,3,58,48,51,55,9
168,Cell187,1,19,59,8,14,58,22
169,Cell188,1,2,18,5,9,34,7
170,Cell189,1,24,26,59,16,14,29
171,Cell190,1,2,5,12,17,27,6
172,Cell191,1,3,41,30,24,53,9
173,Cell192,1,1,28,52,22,48,0
174,Cell193,1,15,58,14,28,55,15
175,Cell194,1,16,29,55,57,29,20
176,Cell195,1,24,26,59,16,14,29
177,Cell196,1,4,44,63,62,15,10
178,Cell197,1,24,26,34,16,14,29
179,Cell198,1,2,54,43,15,17,6
180,Cell199,1,8,38,41,52,37,2
181,Cell200,1,6,36,10,9,61,3
182,Cell201,1,2,54,50,15,40,6
183,Cell202,1,5,13,23,56,59,11
184,Cell203,1,2,30,10,54,17,6
185,Cell204,1,15,3,14,28,15,15
186,Cell205,1,14,47,53,26,45,19
187,Cell206,1,7,45,26,10,36,31
188,Cell207,1,3,17,6,54,31,1
189,Cell208,1,3,8,16,60,9,12
190,Cell209,1,5,13,56,56,59,11
191,Cell210,1,1,43,47,3,5,8
192,Cell212,1,4,20,27,62,0,10
193,Cell213,1,7,1,25,49,38,13
194,Cell214,1,1,52,52,33,16,0
195,Cell215,1,24,26,21,16,14,29
196,Cell216,1,25,2,38,37,12,28
197,Cell217,1,6,17,44,9,61,3
198,Cell218,1,6,46,56,19,59,3
199,Cell219,1,4,3,14,48,15,17
200,Cell220,1,4,44,63,62,32,10
201,Cell221,1,7,45,26,10,36,31
202,Cell222,1,2,18,21,53,48,7
203,Cell223,1,7,45,26,10,36,31
204,Cell224,1,21,50,58,21,54,26
205,Cell225,1,18,32,2,5,10,24
206,Cell226,1,9,10,34,4,37,4
207,Cell227,1,23,42,15,27,42,27
208,Cell228,1,6,36,44,9,61,3
209,Cell229,1,6,46,10,59,39,3
210,Cell230,1,24,26,9,16,14,29
211,Cell231,1,2,18,5,9,34,7
212,Cell232,1,15,3,48,28,55,15
213,Cell233,1,3,22,28,32,41,1
214,Cell235,1,16,29,55,57,29,20
215,Cell236,1,1,43,9,45,30,8
216,Cell237,1,3,8,28,32,41,12
217,Cell238,1,4,49,57,43,0,3
218,Cell239,1,8,6,3,63,2,2
219,Cell240,1,5,15,56,56,59,11
220,Cell241,1,27,7,19,6,21,34
221,Cell242,1,5,57,23,38,24,5
222,Cell243,1,7,1,39,49,38,13
223,Cell244,1,8,6,25,63,2,2
224,Cell246,1,10,31,4,60,52,12
225,Cell247,1,6,36,44,59,23,3
226,Cell248,1,19,59,8,14,58,22
227,Cell249,1,27,7,19,6,4,34
228,Cell250,1,16,29,55,57,29,20
229,Cell251,1,3,17,16,32,31,1
230,Cell252,1,11,55,54,2,7,32
231,Cell253,1,5,56,51,55,20,5
232,Cell254,1,8,38,41,52,37,2
233,Cell255,1,2,5,12,17,27,6
234,Cell256,1,3,22,28,32,31,1
235,Cell257,1,30,19,22,13,50,37
236,Cell258,1,26,33,24,30,44,30
237,Cell259,1,20,48,49,42,56,23
238,Cell260,1,4,12,16,61,19,18
239,Cell261,1,4,20,27,62,0,10
240,Cell262,1,4,14,48,48,15,17
241,Cell263,1,5,13,46,19,25,3
242,Cell264,1,24,26,59,16,14,29
243,Cell266,1,1,52,52,8,16,0
244,Cell267,1,12,11,29,29,28,14
245,Cell268,1,21,50,58,21,54,26
246,Cell269,1,3,41,27,24,53,9
247,Cell270,1,29,27,32,44,51,35
248,Cell271,1,8,25,31,63,2,2
249,Cell272,1,17,9,45,39,13,21
250,Cell273,1,15,58,14,51,55,15
251,Cell274,1,5,56,51,55,20,5
252,Cell275,1,29,27,32,44,51,35
253,Cell276,1,7,45,26,10,36,31
254,Cell277,1,24,26,59,16,14,29
255,Cell278,1,4,15,46,61,32,11
256,Cell279,1,15,58,48,28,55,15
257,Cell280,1,11,55,54,2,7,32
258,Cell281,1,8,38,41,52,37,2
259,Cell282,1,5,13,23,38,25,11
260,Cell283,1,13,34,35,1,22,16
261,Cell285,1,22,24,45,34,26,18
262,Cell286,1,25,2,1,37,12,28
263,Cell287,1,5,56,51,55,24,5
264,Cell288,1,27,7,19,6,21,34
265,Cell289,1,17,9,42,39,13,21
266,Cell290,1,4,49,1,43,0,10
267,Cell291,1,2,18,43,53,34,7
268,Cell292,1,17,9,42,39,13,21
269,Cell294,1,5,56,51,55,20,5
270,Cell295,1,17,9,42,39,13,21
271,Cell297,1,11,11,13,0,49,33
272,Cell299,1,22,24,11,34,26,18
273,Cell300,1,7,45,26,10,36,31
274,Cell301,1,15,3,63,28,15,15
275,Cell302,1,15,58,14,28,55,15
276,Cell303,1,9,53,18,47,11,4
277,Cell304,1,11,11,9,29,49,33
278,Cell305,1,3,63,17,50,53,9
279,Cell306,1,5,13,46,56,59,11
280,Cell307,1,14,47,53,26,45,19
281,Cell308,1,3,41,62,24,53,9
282,Cell309,1,1,36,44,3,61,8
283,Cell310,1,25,2,38,37,12,28
284,Cell311,1,2,23,5,54,17,7
285,Cell312,1,21,50,58,21,54,26
286,Cell313,1,1,52,47,8,16,0
287,Cell314,1,27,7,23,6,4,34
288,Cell315,1,4,14,48,48,15,17
289,Cell316,1,28,4,3,11,3,25
290,Cell317,1,1,28,47,22,48,0
291,Cell318,1,2,23,44,9,61,1
292,Cell319,1,1,62,30,8,16,0
293,Cell320,1,2,60,50,31,34,7
294,Cell321,1,3,63,16,50,9,9
295,Cell322,1,10,31,1,36,52,12
296,Cell323,1,6,46,63,59,39,3
297,Cell324,1,20,48,49,42,56,23
298,Cell325,1,9,10,54,4,37,4
299,Cell326,1,4,49,1,43,0,3
300,Cell327,1,2,54,60,15,40,6
301,Cell328,1,1,43,1,45,30,8
302,Cell329,1,2,30,16,54,17,1
303,Cell330,1,9,40,34,4,37,4
304,Cell331,1,6,36,1,9,61,3
305,Cell332,1,1,28,47,53,48,0
306,Cell333,1,12,51,60,20,28,14
307,Cell334,1,5,13,46,56,25,11
308,Cell335,1,18,32,41,5,10,24
309,Cell336,1,2,30,50,54,17,1
310,Cell337,1,21,50,58,21,54,26
311,Cell338,1,5,13,56,56,25,11
312,Cell339,1,7,45,26,10,36,31
313,Cell340,1,5,56,64,55,20,5
314,Cell341,1,1,28,61,22,48,0
315,Cell342,1,3,8,28,32,41,1
316,Cell343,1,27,7,46,6,4,34
317,Cell344,1,7,45,26,10,36,31
318,Cell345,1,2,54,50,15,40,6
319,Cell346,1,1,43,44,45,30,8
320,Cell347,1,25,2,38,37,12,28
321,Cell348,1,5,56,51,55,24,5
322,Cell349,1,3,17,50,54,31,1
323,Cell350,1,5,57,56,38,25,5
324,Cell351,1,1,62,52,8,16,0
325,Cell353,1,13,34,57,12,22,16
326,Cell354,1,30,19,22,13,50,37
327,Cell355,1,24,26,59,16,14,29
328,Cell356,1,1,62,52,8,16,0
329,Cell357,1,9,10,34,4,6,4
330,Cell358,1,30,19,22,13,50,37
331,Cell359,1,7,54,12,15,40,6
332,Cell360,1,2,23,45,31,17,7
333,Cell361,1,2,5,12,17,27,6
334,Cell362,1,30,19,22,13,50,37
335,Cell363,1,4,20,57,62,15,10
336,Cell364,1,20,61,49,42,56,23
337,Cell365,1,2,54,54,15,40,6
338,Cell366,1,19,59,61,14,58,22
339,Cell367,1,4,20,16,43,0,10
340,Cell368,1,27,7,19,6,4,34
341,Cell369,1,6,16,44,19,23,3
342,Cell370,1,7,6,25,63,2,13
343,Cell371,1,2,30,16,54,17,1
344,Cell372,1,1,43,9,45,30,8
345,Cell373,1,5,57,23,38,24,5
346,Cell374,1,23,42,15,27,42,27
347,Cell375,1,6,49,21,43,0,3
348,Cell376,1,20,61,49,42,56,23
349,Cell377,1,17,9,42,39,13,21
350,Cell378,1,1,28,21,22,48,0
351,Cell379,1,2,54,37,15,40,6
352,Cell380,1,3,8,28,32,41,1
353,Cell381,1,21,50,58,21,54,26
354,Cell382,1,3,63,20,50,53,9
355,Cell383,1,2,30,40,17,17,6
356,Cell384,1,6,36,50,9,61,3
357,Cell385,1,19,59,8,14,58,22
358,Cell386,1,23,42,15,27,42,27
359,Cell387,1,14,47,53,26,45,19
360,Cell388,1,26,33,24,30,44,30
361,Cell389,1,9,10,34,4,37,4
362,Cell391,1,8,25,31,23,43,2
363,Cell392,1,1,43,10,45,30,8
364,Cell393,1,2,17,12,54,31,1
365,Cell394,1,1,64,5,31,57,7
366,Cell395,1,8,25,31,63,2,2
367,Cell396,1,2,60,60,31,17,6
368,Cell397,1,2,30,20,54,17,1
369,Cell398,1,5,13,56,56,25,11
370,Cell399,1,1,52,43,33,16,0
371,Cell400,1,26,33,24,30,62,30
372,Cell401,1,21,50,58,21,54,26
373,Cell402,1,13,34,20,1,22,16
374,Cell403,1,7,45,26,10,36,31
375,Cell404,1,27,7,19,6,4,34
376,Cell405,1,19,59,8,14,58,22
377,Cell406,1,9,53,18,47,11,4
378,Cell407,1,8,38,41,52,43,2
379,Cell408,1,24,26,59,16,14,29
380,Cell409,1,9,55,6,2,6,4
381,Cell410,1,2,5,12,17,27,6
382,Cell411,1,17,9,42,39,13,21
383,Cell412,1,2,18,60,53,34,7
384,Cell413,1,23,42,15,27,42,27
385,Cell414,1,29,27,32,44,51,35
386,Cell415,1,11,11,13,0,49,33
387,Cell416,1,30,19,22,13,50,37
388,Cell417,1,1,52,47,8,16,0
389,Cell418,1,5,57,51,38,24,5
390,Cell419,1,2,18,60,53,34,7
391,Cell420,1,21,50,58,21,54,26
392,Cell421,1,20,61,49,42,56,23
393,Cell422,1,8,25,31,23,43,2
394,Cell423,1,4,3,12,51,15,10
395,Cell424,1,9,10,12,4,6,4
396,Cell425,1,2,18,61,9,34,7
397,Cell426,1,11,11,13,29,28,33
398,Cell427,1,1,62,52,8,16,0
399,Cell428,1,8,6,31,63,2,2
400,Cell429,1,10,31,7,60,52,12
401,Cell430,1,11,55,54,29,7,32
402,Cell431,1,8,38,6,35,43,2
403,Cell432,1,1,62,6,25,5,0
404,Cell433,1,5,57,23,38,25,5
405,Cell434,1,1,28,47,22,1,0
406,Cell436,1,17,9,42,39,13,21
407,Cell437,1,7,1,20,49,38,13
408,Cell438,1,24,26,59,16,14,29
409,Cell439,1,13,34,35,1,22,16
410,Cell440,1,4,14,48,48,19,17
411,Cell441,1,5,15,63,56,59,11
412,Cell442,1,22,24,11,34,26,18
413,Cell443,1,3,63,16,50,9,9
414,Cell444,1,15,58,14,51,55,15
415,Cell445,1,3,49,16,43,31,1
416,Cell446,1,11,55,1,29,7,32
417,Cell447,1,5,56,51,55,20,5
418,Cell448,1,14,47,52,26,45,19
419,Cell449,1,7,45,26,10,36,31
420,Cell450,1,11,55,54,2,7,32
421,Cell451,1,11,11,13,0,49,33
422,Cell452,1,5,56,51,55,24,5
423,Cell453,1,1,43,1,22,1,8
424,Cell454,1,4,3,63,51,15,10
425,Cell455,1,2,17,50,54,31,1
426,Cell456,1,4,15,62,61,32,11
427,Cell457,1,8,25,25,63,2,2
428,Cell458,1,7,6,39,63,2,13
429,Cell459,1,9,40,6,4,37,4
430,Cell460,1,11,11,13,0,49,33
431,Cell461,1,20,61,49,42,56,23
432,Cell462,1,3,8,28,32,9,1
433,Cell463,1,1,43,1,45,30,8
434,Cell464,1,23,42,15,27,42,27
435,Cell465,1,3,49,16,43,31,1
436,Cell466,1,21,50,58,21,54,26
437,Cell467,1,3,49,16,43,0,1
438,Cell468,1,1,35,60,18,57,14
439,Cell469,1,1,64,40,53,57,0
440,Cell470,1,21,50,58,21,54,26
441,Cell471,1,25,2,38,37,12,28
442,Cell472,1,10,31,7,60,52,12
443,Cell473,1,3,63,17,50,9,9
444,Cell474,1,3,8,16,32,9,1
445,Cell475,1,28,4,3,11,3,25
446,Cell476,1,5,57,23,38,24,5
447,Cell477,1,6,16,44,19,23,3
448,Cell478,1,7,1,33,49,38,13
449,Cell479,1,4,14,48,48,15,17
450,Cell480,1,1,52,43,33,16,0
451,Cell481,1,1,43,10,3,61,8
452,Cell482,1,8,25,31,23,2,2
453,Cell483,1,9,10,34,4,37,4
454,Cell484,1,17,9,42,39,13,21
455,Cell485,1,16,29,33,7,29,20
456,Cell486,1,11,55,60,2,7,32
457,Cell487,1,5,56,51,55,20,5
458,Cell488,1,16,29,55,57,29,20
459,Cell489,1,8,25,31,23,43,2
460,Cell490,1,1,52,52,8,16,0
461,Cell491,1,2,18,61,9,34,7
462,Cell492,1,8,25,39,23,43,2
463,Cell493,1,26,33,24,30,44,30
464,Cell494,1,31,21,36,46,33,38
465,Cell495,1,25,2,38,37,12,28
466,Cell496,1,22,24,11,34,26,18
467,Cell497,1,11,55,54,2,7,32
468,Cell498,1,22,24,11,34,19,18
469,Cell499,1,5,56,64,55,20,5
470,Cell500,1,27,7,19,6,4,34
471,Cell501,1,27,7,19,6,4,34
472,Cell502,1,13,34,35,1,22,16
473,Cell503,1,26,33,24,30,62,30
474,Cell504,1,18,32,30,5,10,24
475,Cell505,1,1,28,47,22,48,0
476,Cell506,1,24,26,59,16,14,29
477,Cell507,1,4,49,61,43,0,3
478,Cell508,1,2,60,45,31,57,7
479,Cell509,1,17,9,42,39,13,21
480,Cell510,1,11,55,54,2,7,32
481,Cell511,1,2,18,60,53,34,7
482,Cell512,1,15,58,63,51,55,15
483,Cell513,1,3,22,16,32,31,1
484,Cell514,1,4,4,27,11,3,25
485,Cell515,1,11,55,54,2,7,32
486,Cell516,1,21,50,58,21,54,26
487,Cell517,1,7,45,26,10,36,31
488,Cell518,1,21,50,58,21,54,26
489,Cell519,1,29,27,32,44,51,35
490,Cell520,1,31,21,36,46,33,38
491,Cell521,1,1,43,10,3,61,8
492,Cell522,1,18,32,2,5,10,24
493,Cell524,1,19,59,8,14,58,22
494,Cell525,1,10,39,4,60,46,36
495,Cell526,1,9,10,34,4,37,4
496,Cell527,1,30,19,22,13,50,37
497,Cell528,1,3,8,28,32,9,1
498,Cell529,1,28,4,3,11,3,25
499,Cell530,1,11,55,54,2,7,32
500,Cell531,1,17,6,39,63,13,21
501,Cell532,1,5,15,46,56,59,11
502,Cell533,1,1,28,61,22,48,0
503,Cell534,1,14,47,53,26,45,19
504,Cell535,1,22,12,16,34,19,18
505,Cell536,1,6,16,10,59,23,3
506,Cell537,1,23,42,15,25,42,27
507,Cell538,1,15,37,39,28,55,15
508,Cell539,1,12,38,41,35,37,2
509,Cell540,1,16,29,55,57,29,20
510,Cell541,1,29,27,32,44,51,35
511,Cell542,1,1,28,5,22,1,8
512,Cell543,1,19,59,8,14,58,22
513,Cell544,1,6,46,10,19,39,3
514,Cell545,1,2,60,12,31,17,7
515,Cell546,1,5,56,26,55,20,5
516,Cell547,1,4,14,48,48,15,17
517,Cell548,1,18,32,2,5,10,24
518,Cell549,1,28,4,3,11,3,25
519,Cell550,1,5,15,46,56,59,11
520,Cell551,1,21,50,24,21,62,26
521,Cell552,1,21,50,24,21,62,26
522,Cell553,1,3,22,47,32,31,1
523,Cell555,1,10,31,7,60,52,12
524,Cell556,1,1,28,50,53,48,0
525,Cell557,1,10,31,7,60,52,12
526,Cell558,1,1,28,47,22,48,0
527,Cell559,1,5,57,64,38,24,5
528,Cell560,1,2,18,60,9,61,7
529,Cell561,1,9,10,39,4,6,4
530,Cell562,1,4,20,12,51,0,10
531,Cell563,1,14,47,53,26,45,19
532,Cell564,1,13,34,35,1,22,16
533,Cell565,1,8,38,31,23,43,2
534,Cell566,1,3,22,45,32,31,1
535,Cell567,1,10,31,7,60,52,12
536,Cell568,1,20,48,49,42,56,23
537,Cell569,1,8,25,41,23,43,2
538,Cell570,1,19,59,57,14,58,22
539,Cell571,1,15,58,14,28,55,15
540,Cell572,1,5,56,23,38,24,5
541,Cell573,1,23,42,15,27,42,27
542,Cell574,1,7,45,26,10,36,31
543,Cell575,1,22,24,11,34,26,18
544,Cell576,1,5,57,23,38,24,5
545,Cell577,1,16,29,12,57,29,20
546,Cell578,1,10,39,39,12,46,36
547,Cell579,1,6,36,46,9,61,3
548,Cell580,1,10,31,7,60,52,12
549,Cell581,1,1,64,43,18,57,0
550,Cell582,1,2,23,62,9,61,1
551,Cell583,1,30,19,22,13,50,37
552,Cell584,1,9,40,18,4,6,4
553,Cell585,1,3,5,28,32,41,1
554,Cell586,1,3,63,17,50,53,9
555,Cell587,1,4,14,48,48,15,17
556,Cell588,1,3,8,28,32,41,1
557,Cell589,1,1,43,57,45,30,8
558,Cell590,1,28,4,3,11,3,25
559,Cell591,1,17,9,42,39,13,21
560,Cell592,1,9,53,18,47,11,4
561,Cell593,1,27,7,19,6,4,34
562,Cell594,1,7,45,26,10,36,31
563,Cell595,1,1,62,47,8,1,0
564,Cell596,1,2,23,57,9,34,7
565,Cell597,1,31,21,36,46,33,38
566,Cell598,1,28,4,25,11,3,25
567,Cell599,1,14,47,53,26,45,19
568,Cell601,1,31,21,36,46,33,38
569,Cell603,1,24,26,59,16,14,29
570,Cell604,1,1,28,60,8,1,0
571,Cell605,1,28,4,3,11,3,25
572,Cell606,1,10,39,4,7,46,36
573,Cell607,1,6,46,1,59,39,3
574,Cell608,1,8,38,41,52,43,2
575,Cell609,1,5,16,46,45,20,8
576,Cell610,1,28,4,60,11,3,25
577,Cell611,1,22,24,11,34,26,18
578,Cell612,1,25,2,38,37,12,28
579,Cell613,1,3,5,12,17,41,1
580,Cell614,1,4,3,14,51,55,15
581,Cell615,1,6,36,39,59,39,3
582,Cell616,1,11,11,13,0,49,33
583,Cell617,1,2,60,10,15,40,6
584,Cell618,1,30,19,22,13,50,37
585,Cell619,1,24,26,59,16,14,29
586,Cell620,1,21,50,58,21,54,26
587,Cell621,1,18,32,2,5,10,24
588,Cell622,1,1,64,40,33,57,0
589,Cell623,1,13,34,35,1,22,16
590,Cell624,1,17,9,42,39,13,21
591,Cell626,1,2,5,30,17,27,6
592,Cell627,1,9,53,34,47,11,4
593,Cell628,1,10,31,7,60,9,12
594,Cell629,1,4,3,63,51,15,17
595,Cell630,1,17,9,42,39,13,21
596,Cell631,1,11,55,54,2,7,32
597,Cell632,1,6,49,20,43,0,3
598,Cell633,1,30,19,22,13,50,37
599,Cell634,1,29,27,32,44,51,35
600,Cell635,1,3,41,43,24,53,9
601,Cell636,1,8,25,31,23,43,2
602,Cell638,1,1,43,1,45,30,8
603,Cell639,1,13,34,35,1,22,16
604,Cell640,1,11,11,13,0,49,33
605,Cell641,1,23,42,15,27,42,27
606,Cell642,1,20,48,49,42,56,23
607,Cell643,1,2,30,20,31,17,6
608,Cell644,1,9,10,34,4,37,4
609,Cell645,1,3,20,20,51,53,9
610,Cell647,1,1,64,40,53,48,0
611,Cell648,1,28,4,3,11,3,25
612,Cell649,1,7,45,26,10,36,31
613,Cell650,1,14,47,50,26,45,19
614,Cell651,1,28,4,3,11,3,25
615,Cell652,1,24,26,39,16,14,29
616,Cell653,1,12,35,29,18,28,14
617,Cell654,1,5,43,9,45,30,5
618,Cell655,1,3,63,17,50,53,9
619,Cell656,1,2,18,50,9,34,7
620,Cell657,1,1,64,43,18,57,0
621,Cell658,1,18,32,2,5,10,24
622,Cell659,1,12,51,24,20,28,14
623,Cell660,1,22,12,21,34,26,18
624,Cell661,1,22,24,11,34,26,18
625,Cell662,1,8,25,31,23,43,2
626,Cell663,1,1,64,43,18,57,0
627,Cell664,1,19,59,8,14,58,22
628,Cell665,1,2,54,64,36,40,6
629,Cell666,1,15,3,63,48,15,15
630,Cell667,1,25,2,38,37,12,28
631,Cell668,1,1,43,9,45,30,8
632,Cell669,1,31,21,36,46,33,38
633,Cell670,1,2,30,27,17,27,6
634,Cell671,1,31,21,36,46,33,38
635,Cell672,1,20,48,56,42,56,23
636,Cell673,1,3,17,37,54,31,1
637,Cell674,1,26,33,24,30,62,30
638,Cell675,1,23,42,47,27,42,27
639,Cell676,1,8,38,31,23,43,2
640,Cell677,1,18,32,2,5,10,24
641,Cell679,1,2,17,28,54,31,1
642,Cell680,1,30,19,22,13,50,37
643,Cell681,1,20,48,49,42,56,23
644,Cell682,1,8,25,41,23,43,2
645,Cell683,1,13,34,35,1,22,16
646,Cell684,1,7,45,26,10,36,31
647,Cell685,1,8,6,25,63,2,2
648,Cell686,1,15,3,14,28,15,15
649,Cell687,1,11,55,34,2,7,32
650,Cell688,1,1,62,52,8,16,0
651,Cell689,1,12,35,10,15,40,14
652,Cell690,1,14,47,53,26,45,19
653,Cell691,1,2,60,40,31,17,7
654,Cell692,1,6,36,9,9,61,3
655,Cell693,1,15,58,14,51,55,15
656,Cell694,1,1,28,47,8,1,0
657,Cell695,1,1,52,43,8,16,0
658,Cell696,1,8,25,62,23,2,2
659,Cell697,1,3,8,43,32,9,12
660,Cell698,1,3,8,33,50,9,1
661,Cell699,1,18,32,2,5,10,24
