,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
338,Cell365,1,5,1,1,0,1,10
339,Cell366,1,11,1,1,0,1,3
340,Cell367,1,14,2,2,2,3,7
341,Cell368,1,17,3,3,3,0,23
342,Cell369,1,10,2,4,1,2,22
343,Cell370,1,8,3,3,3,0,6
344,Cell371,1,7,2,2,2,3,0
345,Cell372,1,7,2,2,2,3,0
346,Cell373,1,8,3,3,3,0,6
347,Cell374,1,6,2,2,2,3,7
348,Cell375,1,8,3,3,3,0,6
349,Cell376,1,1,2,4,1,2,5
350,Cell377,1,13,2,4,1,2,4
351,Cell378,1,4,3,3,3,0,9
352,Cell379,1,1,2,4,1,2,5
353,Cell380,1,15,3,3,3,0,17
354,Cell381,1,5,1,1,0,1,10
355,Cell382,1,4,3,3,3,0,11
356,Cell383,1,1,2,4,1,2,5
357,Cell384,1,18,4,1,0,1,14
358,Cell385,1,6,2,2,2,3,7
359,Cell386,1,7,2,2,2,3,0
360,Cell387,1,3,4,1,0,1,2
361,Cell388,1,4,3,3,3,0,9
362,Cell389,1,1,2,4,1,2,5
363,Cell391,1,12,3,3,3,0,18
364,Cell392,1,2,2,2,2,3,15
365,Cell393,1,14,2,2,2,3,25
366,Cell394,1,14,2,2,2,3,7
367,Cell395,1,8,3,3,3,0,6
368,Cell396,1,3,4,1,0,1,14
369,Cell397,1,8,3,3,3,0,19
370,Cell398,1,5,1,1,0,1,10
371,Cell399,1,10,2,4,1,2,22
372,Cell400,1,8,3,3,3,0,6
373,Cell401,1,16,4,1,0,1,24
374,Cell402,1,4,3,3,3,0,11
375,Cell403,1,12,3,3,3,0,18
376,Cell404,1,17,3,3,3,0,23
377,Cell405,1,6,2,2,2,3,7
378,Cell406,1,12,3,3,3,0,19
379,Cell407,1,10,2,4,1,2,22
380,Cell408,1,5,1,1,0,1,10
381,Cell409,1,2,2,2,2,3,15
382,Cell410,1,2,2,2,2,3,1
383,Cell411,1,13,2,4,1,2,13
384,Cell412,1,3,4,1,0,1,14
385,Cell413,1,7,2,2,2,3,16
386,Cell414,1,15,3,3,3,0,17
387,Cell415,1,7,2,2,2,3,0
388,Cell416,1,12,3,3,3,0,19
389,Cell417,1,10,2,4,1,2,22
390,Cell419,1,3,4,1,0,1,2
391,Cell420,1,18,4,1,0,1,14
392,Cell421,1,1,2,4,1,2,5
393,Cell422,1,8,3,3,3,0,6
394,Cell423,1,7,2,2,2,3,16
395,Cell424,1,2,2,2,2,3,1
396,Cell425,1,11,4,1,0,1,3
397,Cell426,1,14,2,2,2,3,25
398,Cell427,1,3,4,1,0,1,14
399,Cell428,1,4,3,3,3,0,9
400,Cell429,1,6,2,2,2,3,7
401,Cell430,1,3,4,1,0,1,2
402,Cell431,1,2,2,2,2,3,1
403,Cell432,1,7,2,2,2,3,16
404,Cell433,1,8,3,3,3,0,19
405,Cell434,1,10,2,4,1,2,22
406,Cell436,1,9,2,4,1,2,8
407,Cell437,1,12,3,3,3,0,19
408,Cell438,1,18,1,1,0,1,20
409,Cell439,1,9,2,4,1,2,8
410,Cell440,1,10,2,4,1,2,12
411,Cell441,1,5,1,1,0,1,10
412,Cell442,1,2,2,2,2,3,15
413,Cell443,1,14,2,2,2,3,25
414,Cell444,1,7,2,2,2,3,0
415,Cell445,1,2,2,2,2,3,1
416,Cell446,1,11,4,1,0,1,3
417,Cell447,1,16,4,1,0,1,24
418,Cell448,1,11,1,1,0,1,3
419,Cell449,1,8,3,3,3,0,6
420,Cell450,1,5,1,1,0,1,10
421,Cell451,1,7,2,2,2,3,15
422,Cell452,1,11,4,1,0,1,24
423,Cell453,1,3,4,1,0,1,2
424,Cell454,1,5,1,1,0,1,10
425,Cell455,1,16,4,1,0,1,2
426,Cell456,1,11,4,1,0,1,24
427,Cell457,1,4,3,3,3,0,9
428,Cell458,1,1,2,4,1,2,4
429,Cell459,1,2,2,2,2,3,15
430,Cell460,1,2,2,2,2,3,15
431,Cell461,1,10,2,4,1,2,22
432,Cell462,1,4,3,3,3,0,11
433,Cell463,1,3,4,1,0,1,14
434,Cell464,1,7,2,2,2,3,0
435,Cell465,1,6,2,2,2,3,0
436,Cell466,1,11,1,1,0,1,3
437,Cell467,1,2,2,2,2,3,27
438,Cell468,1,3,4,1,0,1,14
439,Cell469,1,1,2,4,1,2,4
440,Cell470,1,18,4,1,0,1,14
441,Cell471,1,9,2,4,1,2,8
442,Cell472,1,2,2,2,2,3,15
443,Cell473,1,6,2,2,2,3,0
444,Cell474,1,7,2,2,2,3,0
445,Cell475,1,6,2,2,2,3,0
446,Cell476,1,8,3,3,3,0,6
447,Cell477,1,9,2,4,1,2,12
448,Cell478,1,8,3,3,3,0,6
449,Cell479,1,10,2,4,1,2,12
450,Cell480,1,10,2,4,1,2,12
451,Cell481,1,2,2,2,2,3,27
452,Cell482,1,15,3,3,3,0,17
453,Cell483,1,10,2,4,1,2,26
454,Cell484,1,10,2,4,1,2,22
455,Cell485,1,4,3,3,3,0,9
456,Cell486,1,5,1,1,0,1,20
457,Cell487,1,3,4,1,0,1,14
458,Cell488,1,3,4,1,0,1,21
459,Cell489,1,12,3,3,3,0,19
460,Cell490,1,5,1,1,0,1,10
461,Cell491,1,18,1,1,0,1,20
462,Cell492,1,1,2,4,1,2,4
463,Cell493,1,12,3,3,3,0,18
464,Cell494,1,9,2,4,1,2,12
465,Cell495,1,9,2,4,1,2,8
466,Cell496,1,14,2,2,2,3,25
467,Cell497,1,5,1,1,0,1,10
468,Cell498,1,2,2,2,2,3,27
469,Cell499,1,3,4,1,0,1,21
470,Cell500,1,12,3,3,3,0,18
471,Cell501,1,12,3,3,3,0,18
472,Cell502,1,10,2,4,1,2,22
473,Cell504,1,4,3,3,3,0,9
474,Cell505,1,1,2,4,1,2,4
475,Cell506,1,3,4,1,0,1,2
476,Cell507,1,5,1,1,0,1,10
477,Cell508,1,1,2,4,1,2,4
478,Cell509,1,13,2,4,1,2,4
479,Cell510,1,11,1,1,0,1,3
480,Cell511,1,3,4,1,0,1,21
481,Cell512,1,11,1,1,0,1,3
482,Cell513,1,6,2,2,2,3,0
483,Cell514,1,17,3,3,3,0,23
484,Cell515,1,5,1,1,0,1,10
485,Cell516,1,18,4,1,0,1,14
486,Cell517,1,12,3,3,3,0,19
487,Cell518,1,5,1,1,0,1,20
488,Cell519,1,4,3,3,3,0,9
489,Cell520,1,13,2,4,1,2,13
490,Cell521,1,6,2,2,2,3,7
491,Cell522,1,7,2,2,2,3,16
492,Cell523,1,1,2,4,1,2,5
493,Cell524,1,2,2,2,2,3,1
494,Cell525,1,2,2,2,2,3,1
495,Cell526,1,9,2,4,1,2,8
496,Cell527,1,4,3,3,3,0,9
497,Cell528,1,4,3,3,3,0,9
498,Cell529,1,7,2,2,2,3,16
499,Cell530,1,5,1,1,0,1,10
500,Cell531,1,1,2,4,1,2,5
501,Cell532,1,9,2,4,1,2,12
502,Cell533,1,5,1,1,0,1,21
503,Cell534,1,11,4,1,0,1,3
504,Cell535,1,7,2,2,2,3,16
505,Cell536,1,2,2,2,2,3,1
506,Cell537,1,6,2,2,2,3,7
507,Cell538,1,10,2,4,1,2,26
508,Cell539,1,1,2,4,1,2,5
509,Cell540,1,5,1,1,0,1,10
510,Cell541,1,4,3,3,3,0,9
511,Cell542,1,7,2,2,2,3,16
512,Cell543,1,6,2,2,2,3,7
513,Cell544,1,14,2,2,2,3,7
514,Cell545,1,2,2,2,2,3,15
515,Cell546,1,4,3,3,3,0,11
516,Cell547,1,1,2,4,1,2,5
517,Cell548,1,14,2,2,2,3,25
518,Cell549,1,2,2,2,2,3,1
519,Cell550,1,1,2,4,1,2,12
520,Cell551,1,8,3,3,3,0,6
521,Cell552,1,8,3,3,3,0,6
522,Cell553,1,1,2,4,1,2,4
523,Cell555,1,6,2,2,2,3,7
524,Cell556,1,11,4,1,0,1,2
525,Cell557,1,14,2,2,2,3,7
526,Cell558,1,1,2,4,1,2,4
527,Cell559,1,3,4,1,0,1,14
528,Cell560,1,5,1,1,0,1,10
529,Cell561,1,13,2,4,1,2,13
530,Cell562,1,14,2,2,2,3,25
531,Cell563,1,3,4,1,0,1,2
532,Cell564,1,10,2,4,1,2,26
533,Cell565,1,4,3,3,3,0,9
534,Cell566,1,1,2,4,1,2,5
535,Cell567,1,2,2,2,2,3,27
536,Cell568,1,10,2,4,1,2,22
537,Cell569,1,1,2,4,1,2,4
538,Cell570,1,5,1,1,0,1,10
539,Cell571,1,6,2,2,2,3,0
540,Cell572,1,12,3,3,3,0,19
541,Cell573,1,6,2,2,2,3,7
542,Cell574,1,12,3,3,3,0,18
543,Cell575,1,2,2,2,2,3,15
544,Cell576,1,8,3,3,3,0,6
545,Cell577,1,2,2,2,2,3,27
546,Cell578,1,1,2,4,1,2,5
547,Cell579,1,1,2,4,1,2,4
548,Cell580,1,2,2,2,2,3,1
549,Cell581,1,1,2,4,1,2,12
550,Cell582,1,3,4,1,0,1,2
551,Cell583,1,8,3,3,3,0,19
552,Cell584,1,8,3,3,3,0,6
553,Cell585,1,17,3,3,3,0,23
554,Cell586,1,14,2,2,2,3,7
555,Cell587,1,10,2,4,1,2,12
556,Cell588,1,4,3,3,3,0,11
557,Cell589,1,11,1,1,0,1,3
558,Cell590,1,14,2,2,2,3,25
559,Cell591,1,13,2,4,1,2,13
560,Cell592,1,8,3,3,3,0,6
561,Cell593,1,15,3,3,3,0,17
562,Cell594,1,12,3,3,3,0,18
563,Cell595,1,1,2,4,1,2,4
564,Cell596,1,5,1,1,0,1,10
565,Cell597,1,9,2,4,1,2,8
566,Cell598,1,12,3,3,3,0,18
567,Cell599,1,5,1,1,0,1,10
568,Cell601,1,9,2,4,1,2,8
569,Cell603,1,16,4,1,0,1,14
570,Cell604,1,3,4,1,0,1,2
571,Cell605,1,6,2,2,2,3,0
572,Cell606,1,2,2,2,2,3,27
573,Cell607,1,5,1,1,0,1,20
574,Cell608,1,13,2,4,1,2,13
575,Cell609,1,1,2,4,1,2,12
576,Cell610,1,11,4,1,0,1,3
577,Cell611,1,14,2,2,2,3,25
578,Cell612,1,10,2,4,1,2,26
579,Cell613,1,6,2,2,2,3,7
580,Cell614,1,2,2,2,2,3,1
581,Cell615,1,9,2,4,1,2,8
582,Cell616,1,6,2,2,2,3,0
583,Cell617,1,14,2,2,2,3,25
584,Cell618,1,12,3,3,3,0,18
585,Cell619,1,16,4,1,0,1,2
586,Cell620,1,16,4,1,0,1,24
587,Cell621,1,6,2,2,2,3,0
588,Cell622,1,9,2,4,1,2,8
589,Cell623,1,1,2,4,1,2,4
590,Cell624,1,1,2,4,1,2,5
591,Cell626,1,8,3,3,3,0,19
592,Cell627,1,13,2,4,1,2,13
593,Cell628,1,2,2,2,2,3,1
594,Cell629,1,5,1,1,0,1,21
595,Cell630,1,13,2,4,1,2,13
596,Cell631,1,5,1,1,0,1,10
597,Cell632,1,4,3,3,3,0,9
598,Cell634,1,12,3,3,3,0,19
599,Cell635,1,9,2,4,1,2,8
600,Cell636,1,4,3,3,3,0,11
601,Cell638,1,11,4,1,0,1,3
602,Cell639,1,9,2,4,1,2,8
603,Cell640,1,6,2,2,2,3,0
604,Cell641,1,6,2,2,2,3,0
605,Cell642,1,9,2,4,1,2,8
606,Cell643,1,4,3,3,3,0,11
607,Cell644,1,10,2,4,1,2,12
608,Cell645,1,4,3,3,3,0,9
609,Cell647,1,13,2,4,1,2,13
610,Cell648,1,6,2,2,2,3,7
611,Cell649,1,4,3,3,3,0,11
612,Cell650,1,3,4,1,0,1,2
613,Cell651,1,2,2,2,2,3,1
614,Cell652,1,10,2,4,1,2,26
615,Cell653,1,12,3,3,3,0,18
616,Cell654,1,2,2,2,2,3,15
617,Cell655,1,2,2,2,2,3,15
618,Cell656,1,11,4,1,0,1,3
619,Cell657,1,9,2,4,1,2,12
620,Cell658,1,6,2,2,2,3,7
621,Cell659,1,17,3,3,3,0,23
622,Cell660,1,4,3,3,3,0,9
623,Cell661,1,14,2,2,2,3,25
624,Cell662,1,8,3,3,3,0,6
625,Cell663,1,13,2,4,1,2,13
626,Cell664,1,14,2,2,2,3,25
627,Cell665,1,5,1,1,0,1,3
628,Cell666,1,16,4,1,0,1,2
629,Cell667,1,1,2,4,1,2,12
630,Cell668,1,7,2,2,2,3,0
631,Cell669,1,13,2,4,1,2,13
632,Cell670,1,15,3,3,3,0,17
633,Cell671,1,10,2,4,1,2,26
634,Cell672,1,3,1,1,0,1,21
635,Cell673,1,9,2,4,1,2,8
636,Cell674,1,8,3,3,3,0,6
637,Cell675,1,10,2,4,1,2,22
638,Cell676,1,8,3,3,3,0,19
639,Cell677,1,7,2,2,2,3,16
640,Cell679,1,4,3,3,3,0,9
641,Cell680,1,8,3,3,3,0,6
642,Cell681,1,9,2,4,1,2,8
643,Cell682,1,1,2,4,1,2,4
644,Cell683,1,9,2,4,1,2,8
645,Cell684,1,15,3,3,3,0,17
646,Cell685,1,8,3,3,3,0,6
647,Cell686,1,6,2,2,2,3,7
648,Cell687,1,13,2,4,1,2,4
649,Cell688,1,3,4,1,0,1,2
650,Cell689,1,7,2,2,2,3,16
651,Cell690,1,18,1,1,0,1,20
652,Cell691,1,10,2,4,1,2,22
653,Cell692,1,6,2,2,2,3,7
654,Cell693,1,2,2,2,2,3,15
655,Cell694,1,13,2,4,1,2,13
656,Cell695,1,9,2,4,1,2,8
657,Cell696,1,3,4,1,0,1,21
658,Cell697,1,13,2,4,1,2,4
659,Cell698,1,4,3,3,3,0,11
660,Cell699,1,2,2,2,2,3,1
661,Cell701,1,6,2,2,2,3,0
