"","UMAP_1","UMAP_2","cell_line","clusters","id"
"10X_LLU_A_cellranger2.0-32","-0.0405430640262004","6.19777764087524","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-33","-1.09257845535692","2.78311194187011","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-34","-7.78953258648332","-3.65384660953675","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-35","-6.84873907223161","-3.26789675945435","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-36","3.71716411456648","-9.66042910808716","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-37","3.39988811358992","-9.65793048137818","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-38","7.5877271448094","7.35155667072143","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-39","-11.0319503988307","-3.27716981166993","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-40","-11.3459753240627","-3.96005092853699","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-41","-9.9685882772487","-3.34454356426392","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-42","6.42260558948103","6.98680104022826","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-43","-6.0030407156032","-4.3874760746399","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-44","6.37136562213484","-9.67558966869507","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-45","-6.80968181744035","-3.21097670787965","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-46","-7.53179685726579","-3.06496154064332","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-47","-1.32754795208391","3.10441268688049","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-48","-1.10667292728838","2.93196786647643","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-49","-9.32814829006609","-0.90191082948838","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-50","6.08962066516463","7.79696835285033","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-51","-6.63920442715105","-2.92694913143311","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-52","-1.02922455921587","5.51839007144775","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-53","0.560821906181014","7.57564820056762","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-54","-10.5911668981593","-2.76990710491334","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-55","5.68809373721663","3.93510664707031","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-56","-9.24045507564958","-3.81752907032166","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-57","-8.21786634579118","-0.981387990657432","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-58","3.69338209971968","3.33001126056518","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-59","5.70951469287459","6.27110947376098","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-60","6.16221435412947","-8.84574424022828","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-61","-1.51041857853349","6.57995642429198","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-62","-9.65959589138445","-1.7877001642624","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-63","-9.92525808468279","-3.04147421116029","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-64","0.192546651216185","4.44257725482787","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-65","7.13191707477156","6.26253880267944","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-66","4.24957855090681","7.54216088062133","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-67","-0.481444969324433","6.15275229221191","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-68","-8.39068643703874","-5.4217139362732","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-69","-0.206996261624658","2.98415149455871","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-70","7.27276904925886","6.54100645786132","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-71","-5.8977841581386","-0.949059638325317","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-72","-0.172790318278634","3.67746199374999","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-73","3.49895532474104","6.59185255771484","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-74","7.20117671832625","5.30138005023803","HCC1395","3","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-75","3.97694595202986","6.708636653479","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-76","6.01455314502302","-9.96246539348756","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-77","4.5996957574803","5.81535328632201","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-78","-1.1380550111812","3.7985419154724","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-79","5.30728299960676","5.59864891773071","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-80","-6.36035148754534","-1.01399810904656","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-81","-6.55174200191911","-2.71749078029786","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-82","5.74539001330916","5.6807931781372","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-83","3.90988285884444","2.91625012164916","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-84","3.66310556277815","5.02933968311156","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-85","7.57914884433333","7.32942093616332","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-86","-8.03461591854509","-3.42150937313233","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-87","6.15279825076643","-9.53967581981812","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-88","-6.87712852611955","-2.48240159744416","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-89","0.420969352574981","6.99069393878783","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-90","3.13310320720259","5.69452513461913","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-91","-0.148153110889756","5.69607485538329","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-92","5.01872260913435","3.12542833095397","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-93","4.72266347751204","-10.4902974247376","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-94","-8.53472940578874","-1.20092897409592","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-95","-9.57840959682878","-1.38239245409165","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-96","-8.88529626980242","-2.49232600921784","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-97","5.72006614551131","5.83826912647094","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-98","-0.412290289549195","6.22481478458251","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-99","4.79391153201643","6.57405413394775","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-100","-10.6601471151393","-2.98861824268494","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-101","-10.5161127294582","-2.93213044399415","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-102","-9.30158750667986","-3.45936452144776","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-103","6.8770452295262","7.76617039447631","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-104","-8.32205526485857","-2.22679065460358","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-105","-6.2519888128322","-4.39227186435853","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-107","-7.86178056850847","-3.65289722675477","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-108","6.00104530200545","-8.76686011547242","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-109","3.74971158847395","2.92438973193969","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-110","6.87746341571394","7.71054161792602","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-111","-10.5384563650173","-3.31465278858338","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-112","7.74479110583845","5.07887257343139","HCC1395","3","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-113","-1.02851371422228","3.31594265704955","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-114","5.87656505450789","6.34972323184814","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-115","-1.48396091118272","5.70988692050781","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-116","4.25636680469099","3.03473628764953","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-117","5.38583238467757","5.13796318775024","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-118","4.08898885593001","-10.4436780094544","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-119","5.49572046145979","4.54438961749877","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-120","-0.0564775164407131","7.95589150195922","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-121","-6.09226219311174","-4.48445283168946","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-122","5.51801545962874","4.78799189334716","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-123","6.83856160983626","6.68395270114745","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-124","-9.3711237157863","-4.17541967624818","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-125","5.37918527469221","3.03687132602538","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-126","4.5293775354344","3.56359375720824","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-127","-9.14872495785173","-2.84485779995118","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-128","6.76583488330427","-9.56474124187623","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-129","7.71548087939802","4.74977196460571","HCC1395","3","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-130","-6.64887087002214","-4.887714493219","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-131","0.0098730376753572","8.06626976734008","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-132","0.229124233575499","5.13118828540649","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-133","4.64080388888899","6.83591784244384","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-134","-9.0616754735988","-1.16992183322106","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-135","5.93045909747664","7.80942429309692","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-136","-11.2376283849758","-2.4322519182602","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-137","6.51999481067244","-9.58562670940552","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-138","7.26779086932722","6.56395186191406","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-139","3.25725157603804","4.95788944965209","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-140","6.5114217554051","-8.73192511791382","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-141","4.10963685855452","-9.57002841228638","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-142","-1.76910202160295","6.78958357578124","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-143","-9.8274807180446","-1.82125269169007","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-144","5.65092237338606","3.95925225025024","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-145","0.176922977419532","7.05509604221191","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-146","-4.14250414028581","3.13991011386718","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-147","3.00841768130842","-10.4473916172424","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-148","-3.86576740398821","3.37355555301513","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-149","0.376988575311339","7.91220558887328","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-150","3.32879503116194","6.35330046420898","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-151","-9.2966722692531","-3.56712280506287","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-152","2.91348321780745","4.78857411151733","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-153","-10.2203239645046","-1.56755380624924","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-154","-3.64279620304521","3.52484740024413","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-155","-8.08901064052995","-1.37725882524644","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-156","0.0884308595973614","7.90035523181762","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-157","3.93050582751814","5.72122896915282","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-158","-0.049831747559869","6.52585018878783","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-159","-10.7587665761989","-4.55919228786622","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-160","-8.27877752438005","-4.26286326641236","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-161","0.00280553706172738","4.10590304141845","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-162","4.84004934176985","5.46587218051757","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-163","3.01837165698592","4.77715433841552","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-164","-7.45653049602922","-3.14984475368653","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-165","3.12172110423628","5.19162310367431","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-166","-1.08528725758012","5.43088997608031","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-167","-9.89867345943865","-3.60722266430054","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-168","6.0426398073155","4.87787712817992","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-169","3.22982414111677","6.00161494022216","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-170","-6.24424545422014","-3.56802426571046","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-171","3.4301355634648","3.05526126628722","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-172","3.15175350055281","2.53941310649718","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-173","3.32966239795271","-10.0925265430847","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-174","-8.37478105678972","-3.85625873798524","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-175","3.67797763690535","3.16954172855224","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-176","1.3351362501103","7.26846112018432","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-177","-10.8791898931545","-5.40148411983643","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-178","6.50330169543806","7.62095726734008","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-179","4.61605794772688","5.94565619235839","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-180","6.56377370700423","-8.23929463619385","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-181","5.05189903125349","5.61311472659911","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-182","7.98127420291487","5.18510950809325","HCC1395","3","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-183","4.30734212741438","3.86859358554687","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-184","0.152963072510398","7.94450176959838","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-185","5.29878909930769","-7.22169076198731","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-186","-1.10440377846178","3.93636072879638","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-187","3.7863093172032","7.11927593952026","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-188","0.420969978423751","4.41537846332397","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-189","-0.896842106727922","3.47428358798827","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-190","-11.3319467748683","-3.41638551944886","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-191","-10.8459152425807","-2.68602143520509","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-192","-8.93754522457536","-0.560857328716858","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-193","4.37825639590803","2.81110991245116","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-194","4.03370721683089","6.48774040942992","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-195","-1.27057819023546","3.11519302135314","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-196","-7.72924797192034","-3.74087249035035","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-197","-10.9407381261867","-5.36328994030152","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-198","-0.76773063793596","3.90348805194701","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-199","3.9321685586888","-10.707484352533","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-200","6.02070672854964","6.64723910098876","HCC1395","2","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-201","-1.53763310566362","3.2482193828186","HCC1395","6","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-202","-9.27857629909929","-2.1989390730301","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-203","3.60065086230818","5.93729676013793","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-204","-6.47183839931902","-3.40680514568482","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-205","5.51358039722029","5.45788754230346","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-206","6.21854932651106","5.30586661105956","HCC1395","9","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-207","-7.82682840481218","-5.06294165844117","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-208","4.94618566379133","-7.25954161876832","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-209","-9.00846044674333","-1.50921641582642","HCC1395","4","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-210","6.11915119037215","3.79161537891235","HCC1395","3","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-211","3.34414108142439","3.05658544307555","HCC1395","10","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-212","-6.86206571712908","-3.46328412288819","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-213","2.87177212581221","6.95446718936767","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-214","3.53191764697615","-10.005673515741","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-215","3.4377871309239","-10.7505923389832","HCC1395","1","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-216","-7.07840292110857","-2.39444123500977","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-217","-6.12565939083513","-1.68060665125047","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-218","-7.24384395733293","-4.42509661907349","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-219","3.31068356380049","6.13087357288207","HCC1395","8","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-220","-7.30896656170305","-3.44432507747803","HCC1395","5","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-221","-9.1738228048366","-3.76677809948121","HCC1395","7","10X_LLU_A_cellranger2.0"
"10X_LLU_A_cellranger2.0-222","5.94418723926131","-9.35211573833619","HCC1395","1","10X_LLU_A_cellranger2.0"
