,Unnamed: 0,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
12,12.0,2836.0,2.0,73.81079999999999,43.30628000000001,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.30684,0.11188000000000002,0.3848800000000001,0.3019999999999998,0.203,0.45800000000000013,19.0,11.0
13,13.0,2841.0,4.0,82.97008,53.812200000000004,0.8960000000000005,1.0,1.0,0.8960000000000005,1.0,1.0,0.8960000000000005,1.0,1.0,0.32539999999999997,0.32116000000000006,0.6551600000000001,0.343,0.4570000000000002,0.7240000000000001,17.92,12.0
14,14.0,2843.0,8.0,102.54556000000002,73.70379999999999,0.8760000000000002,1.0,1.0,0.8760000000000002,1.0,1.0,0.8760000000000002,1.0,1.0,0.36639999999999995,0.57332,0.8283599999999999,0.8760000000000002,1.0,1.0,19.6,8.0
15,15.0,2841.0,16.0,141.30464,111.78372000000002,0.848,0.92144,0.9594,0.8408000000000001,0.9551999999999999,0.96908,0.8490000000000001,0.971,0.9740000000000001,0.84876,0.9712000000000001,0.9749600000000003,0.848,0.971,0.9740000000000001,16.0,16.0
16,16.0,2839.0,32.0,225.33628000000002,188.37316,0.58308,0.6356,0.7533200000000001,0.5795999999999999,0.64472,0.7537600000000001,0.5934,0.65256,0.7559200000000001,0.5797199999999998,0.5956799999999999,0.7547200000000001,0.5779999999999997,0.5500000000000003,0.7449999999999999,25.04,22.0
17,17.0,2845.0,64.0,402.63219999999995,345.31699999999995,0.3692399999999999,0.28720000000000007,0.5121599999999998,0.34072,0.2758,0.5074400000000001,0.41259999999999997,0.30864,0.5204000000000001,0.38967999999999997,0.20380000000000006,0.47879999999999995,0.34699999999999975,0.157,0.4529999999999999,25.24,19.0
18,18.0,3792.0,2.0,82.27323999999999,49.998560000000005,0.8659999999999998,1.0,1.0,0.8659999999999998,1.0,1.0,0.8659999999999998,1.0,1.0,0.2784,0.10540000000000002,0.37732,0.311,0.19700000000000004,0.4540000000000001,20.72,11.0
19,19.0,3798.0,4.0,95.84107999999998,63.152079999999984,0.8859999999999996,1.0,1.0,0.8859999999999996,1.0,1.0,0.8859999999999996,1.0,1.0,0.31243999999999994,0.27148,0.6267199999999999,0.3310000000000002,0.451,0.7230000000000003,21.72,12.0
20,20.0,3788.0,8.0,121.90836000000003,89.72444,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.3616,0.5169999999999999,0.80564,0.8200000000000002,0.9740000000000001,0.9840000000000007,22.76,9.0
21,21.0,3783.0,16.0,174.43839999999997,140.28368,0.8452000000000003,0.9090400000000001,0.9581599999999998,0.8249999999999997,0.9585599999999996,0.9685599999999998,0.8279999999999997,0.9639999999999997,0.9699999999999998,0.8279999999999997,0.96488,0.9699999999999999,0.8279999999999997,0.9660000000000002,0.971,16.0,16.0
22,22.0,3791.0,32.0,286.1264399999999,242.10016000000005,0.6503599999999998,0.7449600000000001,0.8367999999999999,0.6505200000000001,0.7634000000000002,0.8402399999999999,0.6622800000000001,0.77384,0.84344,0.6493199999999999,0.7644400000000001,0.8444800000000001,0.6349999999999999,0.6829999999999999,0.8320000000000004,30.56,25.0
23,23.0,3792.0,64.0,518.03508,449.6021600000001,0.35688,0.2851200000000001,0.52564,0.36284,0.30308,0.53084,0.42496,0.3326800000000001,0.54104,0.39927999999999997,0.25011999999999995,0.5212,0.38799999999999996,0.19399999999999998,0.49399999999999983,29.44,21.0
24,24.0,4739.0,2.0,91.57396,56.524159999999995,0.8850000000000002,1.0,1.0,0.8850000000000002,1.0,1.0,0.8850000000000002,1.0,1.0,0.29076,0.10031999999999998,0.37339999999999995,0.311,0.17600000000000005,0.44100000000000006,21.24,12.0
25,25.0,4742.0,4.0,107.77404,73.42419999999998,0.8760000000000002,1.0,1.0,0.8760000000000002,1.0,1.0,0.8760000000000002,1.0,1.0,0.30843999999999994,0.26144,0.6214000000000001,0.3310000000000002,0.4260000000000001,0.7089999999999997,22.64,13.0
26,26.0,4744.0,8.0,141.1746,106.24351999999999,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.3533599999999999,0.49800000000000005,0.79648,0.532,0.8089999999999999,0.91,24.48,13.0
27,27.0,4744.0,16.0,207.65323999999998,169.43468000000004,0.8441599999999997,0.9327200000000001,0.9700799999999998,0.8361599999999997,0.9504399999999998,0.9723600000000002,0.8509999999999995,0.9759999999999994,0.9800000000000003,0.8509999999999995,0.97564,0.97964,0.8509999999999995,0.9750000000000003,0.9789999999999995,16.0,16.0
28,28.0,4746.0,32.0,346.92731999999995,296.55116,0.66896,0.7504799999999999,0.8347600000000003,0.6571199999999999,0.7642799999999998,0.8361199999999996,0.66916,0.7782399999999999,0.8399599999999999,0.67908,0.7492400000000002,0.8396399999999999,0.6509999999999999,0.689,0.8309999999999996,27.92,25.0
29,29.0,4740.0,64.0,635.8094,553.7009199999999,0.3878800000000001,0.33931999999999995,0.5469200000000001,0.36668000000000006,0.32972,0.5433600000000002,0.43359999999999993,0.36295999999999995,0.55388,0.41007999999999994,0.28252000000000005,0.5366000000000001,0.3600000000000001,0.19899999999999995,0.5009999999999999,31.84,22.0
30,30.0,5697.0,2.0,99.01568000000002,63.02787999999999,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.29055999999999993,0.09024000000000003,0.3627599999999999,0.3120000000000001,0.14800000000000005,0.41899999999999993,23.64,14.0
31,31.0,5687.0,4.0,119.05212,82.89068000000002,0.8870000000000003,1.0,1.0,0.8870000000000003,1.0,1.0,0.8870000000000003,1.0,1.0,0.30296,0.23935999999999996,0.6064799999999999,0.32099999999999995,0.41099999999999975,0.6990000000000001,25.48,14.0
32,32.0,5690.0,8.0,160.58780000000002,122.74712000000001,0.8889999999999997,1.0,1.0,0.8889999999999997,1.0,1.0,0.8889999999999997,1.0,1.0,0.3363999999999999,0.47559999999999997,0.78864,0.5299999999999998,0.8069999999999999,0.9089999999999999,25.6,13.0
33,33.0,5682.0,16.0,240.19936,197.59152000000003,0.8076000000000001,0.8758,0.94176,0.8006,0.9302000000000002,0.9538000000000002,0.81,0.9450000000000002,0.9570000000000004,0.7787199999999997,0.9300400000000001,0.9494399999999998,0.8079999999999999,0.9450000000000002,0.9559999999999996,16.76,16.0
34,34.0,5691.0,32.0,408.29504000000003,350.04583999999994,0.63164,0.7290399999999998,0.8154400000000003,0.6230800000000001,0.7348799999999999,0.8150000000000002,0.6372800000000001,0.7479600000000001,0.81928,0.6259600000000001,0.73868,0.8197199999999999,0.6129999999999997,0.6620000000000004,0.8069999999999999,29.92,25.0
35,35.0,5691.0,64.0,752.1312000000001,658.3681600000001,0.41023999999999994,0.35528,0.56436,0.37872,0.33879999999999993,0.5602400000000001,0.45083999999999996,0.38092,0.5732399999999999,0.41895999999999994,0.28819999999999996,0.55548,0.4290000000000001,0.25999999999999984,0.5410000000000003,32.64,27.0
36,36.0,6653.0,2.0,107.70244000000001,70.1954,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.27923999999999993,0.08476000000000003,0.35652,0.319,0.14800000000000005,0.4179999999999999,25.44,14.0
37,37.0,6643.0,4.0,131.43023999999997,92.89492,0.8640000000000004,1.0,1.0,0.8640000000000004,1.0,1.0,0.8640000000000004,1.0,1.0,0.30984,0.23032000000000008,0.6036,0.33699999999999997,0.40000000000000013,0.6969999999999996,25.64,14.0
38,38.0,6648.0,8.0,179.7204,138.9036,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.34164,0.4759999999999999,0.7906000000000003,0.535,0.815,0.9110000000000003,24.88,13.0
39,39.0,6645.0,16.0,273.68852,225.80712,0.8002799999999998,0.82572,0.9027200000000001,0.7676400000000001,0.8544799999999999,0.9015600000000003,0.7760799999999999,0.8722799999999999,0.9072000000000001,0.7004799999999999,0.83388,0.8893599999999998,0.7740000000000005,0.8760000000000002,0.91,18.76,16.0
40,40.0,6640.0,32.0,469.1158800000001,402.8336000000001,0.67396,0.7622800000000001,0.8414800000000001,0.6653599999999998,0.76664,0.8402000000000001,0.6774000000000002,0.7763599999999998,0.8422799999999998,0.6742400000000002,0.764,0.8429999999999999,0.6769999999999997,0.747,0.8449999999999999,30.04,28.0
41,41.0,6643.0,64.0,869.0396800000001,759.8515599999998,0.40027999999999997,0.3560400000000001,0.57084,0.37632000000000004,0.34607999999999994,0.5688000000000001,0.44336,0.3831200000000001,0.5783600000000001,0.41596000000000005,0.30484,0.5648000000000001,0.40399999999999997,0.23200000000000012,0.5389999999999998,34.04,26.0
42,42.0,7600.0,2.0,116.30507999999998,75.76768,0.8850000000000002,1.0,1.0,0.8850000000000002,1.0,1.0,0.8850000000000002,1.0,1.0,0.278,0.08068,0.35192,0.303,0.13499999999999993,0.405,26.84,16.0
43,43.0,7602.0,4.0,143.06127999999998,102.18263999999999,0.8769999999999999,1.0,1.0,0.8769999999999999,1.0,1.0,0.8769999999999999,1.0,1.0,0.30492,0.22799999999999992,0.6012399999999998,0.3280000000000001,0.3520000000000001,0.6720000000000002,26.24,16.0
44,44.0,7598.0,8.0,198.09864,154.36764,0.8730000000000001,1.0,1.0,0.8730000000000001,1.0,1.0,0.8730000000000001,1.0,1.0,0.33072,0.45899999999999996,0.7804400000000002,0.4719999999999997,0.752,0.8909999999999997,27.32,14.0
45,45.0,7601.0,16.0,307.49704,255.60244000000006,0.8495999999999998,0.8804399999999998,0.9576799999999998,0.81436,0.94832,0.9695999999999998,0.8160000000000001,0.965,0.9729999999999999,0.75604,0.93048,0.95628,0.8160000000000001,0.9630000000000001,0.9720000000000002,18.16,16.0
46,46.0,7602.0,32.0,530.28292,456.26619999999997,0.6505200000000001,0.6825199999999999,0.7866,0.64752,0.7071199999999999,0.7870400000000002,0.6613199999999999,0.7176399999999998,0.78896,0.657,0.7015999999999998,0.7924000000000001,0.6530000000000002,0.6500000000000001,0.7940000000000004,28.8,25.0
47,47.0,7596.0,64.0,985.0454000000002,865.36912,0.39635999999999993,0.34136000000000005,0.5464,0.37644,0.3305200000000001,0.5446799999999999,0.44748,0.3721600000000001,0.5546000000000002,0.41212000000000004,0.29460000000000003,0.54476,0.40399999999999997,0.2389999999999999,0.5259999999999999,34.92,26.0
48,48.0,8560.0,2.0,123.84532000000002,82.55852,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.28024,0.07624,0.34728000000000003,0.2850000000000001,0.12800000000000009,0.3979999999999999,28.2,17.0
49,49.0,8550.0,4.0,154.84324,111.95836000000001,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.30524000000000007,0.21952000000000005,0.5958800000000002,0.33199999999999996,0.374,0.6829999999999999,27.4,15.0
50,50.0,8536.0,8.0,218.23008,170.80092000000002,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.3390000000000001,0.44528,0.77704,0.33,0.6490000000000005,0.8599999999999998,27.72,16.0
51,51.0,8541.0,16.0,340.53327999999993,284.02544,0.87,0.9840400000000006,0.9849999999999998,0.86604,0.9787599999999997,0.9831599999999997,0.87,0.9849999999999998,0.9849999999999998,0.77768,0.9353200000000002,0.96428,0.87,0.9840000000000007,0.9849999999999998,18.8,16.0
52,52.0,8548.0,32.0,591.65864,510.17616000000004,0.6680399999999999,0.76388,0.8384799999999997,0.65696,0.7663200000000002,0.8362399999999998,0.6776800000000003,0.7872000000000001,0.8428,0.6616000000000001,0.77116,0.8392799999999998,0.6479999999999998,0.7259999999999995,0.839,30.56,28.0
53,53.0,8540.0,64.0,1105.5357600000002,970.3053600000002,0.4054,0.3528,0.56388,0.37704,0.3388000000000001,0.5623999999999999,0.45180000000000015,0.37836000000000003,0.5705999999999999,0.4252,0.31211999999999995,0.5680799999999998,0.4290000000000001,0.25600000000000017,0.5579999999999999,34.64,27.0
54,54.0,9488.0,2.0,134.96796,90.00619999999999,0.8670000000000004,1.0,1.0,0.8670000000000004,1.0,1.0,0.8670000000000004,1.0,1.0,0.28212,0.07551999999999999,0.34659999999999996,0.2939999999999998,0.133,0.40399999999999997,28.4,16.0
55,55.0,9500.0,4.0,167.81972000000002,122.55256,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.29751999999999995,0.20828000000000002,0.5892399999999999,0.3049999999999999,0.3390000000000002,0.66,28.72,18.0
56,56.0,9497.0,8.0,237.88608000000005,187.416,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.33984000000000003,0.44116,0.7766800000000003,0.33699999999999997,0.6080000000000002,0.8419999999999999,27.36,18.0
57,57.0,9498.0,16.0,375.49807999999996,313.06795999999997,0.8462000000000001,0.9349199999999999,0.96088,0.8378,0.9452000000000003,0.9641599999999997,0.8490000000000001,0.9630000000000001,0.9699999999999998,0.6166400000000001,0.8435199999999999,0.92216,0.8490000000000001,0.9639999999999997,0.9699999999999998,22.72,16.0
58,58.0,9499.0,32.0,654.0889999999999,564.3548800000001,0.67188,0.7500399999999999,0.8241999999999998,0.6649200000000001,0.7583599999999997,0.82316,0.6818000000000002,0.77484,0.8280799999999998,0.6718000000000001,0.76208,0.8293599999999998,0.6630000000000001,0.7490000000000001,0.8290000000000003,29.44,28.0
59,59.0,9505.0,64.0,1220.4474,1073.0965599999997,0.44287999999999994,0.41491999999999996,0.61456,0.40752000000000005,0.39159999999999995,0.6082,0.48583999999999994,0.45180000000000015,0.6204,0.46136000000000005,0.37615999999999994,0.6176800000000001,0.436,0.2939999999999998,0.6080000000000002,39.8,31.0
