ID	did	seurat_cluster	kmeans_cluster	labels
Cell239	1	7	27	3
Cell240	1	11	43	56
Cell241	1	1	52	19
Cell242	1	6	31	23
Cell243	1	19	56	39
Cell244	1	2	29	25
Cell245	1	7	1	36
Cell246	1	2	19	4
Cell247	1	8	40	44
Cell248	1	18	34	8
Cell249	1	7	1	19
Cell250	1	5	24	55
Cell251	1	13	33	16
Cell252	1	15	7	54
Cell253	1	10	23	51
Cell254	1	20	58	41
Cell255	1	8	25	12
Cell256	1	10	32	28
Cell257	1	11	54	22
Cell258	1	3	20	24
Cell259	1	16	16	49
Cell260	1	13	33	16
Cell261	1	7	27	27
Cell262	1	14	21	48
Cell263	1	2	39	46
Cell264	1	3	64	59
Cell265	1	20	58	47
Cell266	1	2	22	52
Cell267	1	5	24	29
Cell268	1	17	41	58
Cell269	1	5	23	27
Cell270	1	4	42	32
Cell271	1	1	50	31
Cell272	1	2	62	45
Cell273	1	11	43	14
Cell274	1	8	49	51
Cell275	1	8	40	32
Cell276	1	7	1	26
Cell277	1	3	64	59
Cell278	1	1	45	46
Cell279	1	14	21	48
Cell280	1	15	7	54
Cell281	1	20	58	41
Cell282	1	6	60	23
Cell283	1	2	19	35
Cell284	1	10	32	7
Cell285	1	2	37	45
Cell286	1	1	6	1
Cell287	1	10	23	51
Cell288	1	4	46	19
Cell289	1	5	10	42
Cell290	1	6	60	1
Cell291	1	7	2	43
Cell292	1	5	36	42
Cell293	1	3	53	50
Cell294	1	8	25	51
Cell295	1	5	10	42
Cell296	1	14	21	23
Cell297	1	12	51	13
Cell298	1	8	25	12
Cell299	1	21	28	11
Cell300	1	11	43	26
Cell301	1	17	41	63
Cell302	1	5	24	14
Cell303	1	7	27	18
Cell304	1	2	22	9
Cell305	1	6	31	17
Cell306	1	1	6	46
Cell307	1	1	45	53
Cell308	1	4	42	62
Cell309	1	8	40	44
Cell310	1	4	42	38
Cell311	1	1	6	5
Cell312	1	4	46	58
Cell313	1	3	53	47
Cell314	1	15	7	23
Cell315	1	14	21	48
Cell316	1	7	2	3
Cell317	1	4	46	47
Cell319	1	4	39	30
Cell320	1	3	53	50
Cell321	1	13	33	16
Cell322	1	1	52	1
Cell323	1	17	55	63
Cell324	1	16	57	49
Cell325	1	15	7	54
Cell326	1	1	5	1
Cell327	1	5	24	60
Cell328	1	10	32	1
Cell329	1	13	33	16
Cell330	1	9	30	34
Cell331	1	1	5	1
Cell332	1	7	1	47
Cell333	1	4	50	60
Cell334	1	4	50	46
Cell336	1	3	20	50
Cell337	1	3	53	58
Cell338	1	11	54	56
Cell339	1	11	26	26
Cell340	1	6	11	64
Cell341	1	8	25	61
Cell342	1	1	52	28
Cell343	1	1	5	46
Cell344	1	11	43	26
Cell345	1	3	20	50
Cell346	1	8	40	44
Cell347	1	4	42	38
Cell348	1	10	23	51
Cell349	1	3	3	50
Cell350	1	7	1	56
Cell351	1	2	37	52
Cell352	1	7	2	3
Cell353	1	3	20	57
Cell354	1	3	46	22
Cell355	1	3	64	59
Cell356	1	2	22	52
Cell357	1	9	4	34
Cell358	1	4	46	22
Cell359	1	6	11	12
Cell360	1	2	62	45
Cell361	1	11	54	12
Cell362	1	2	37	22
Cell363	1	8	23	57
Cell364	1	16	57	49
Cell365	1	15	7	54
Cell366	1	8	25	61
Cell367	1	15	7	16
Cell368	1	7	9	19
Cell369	1	8	40	44
Cell370	1	7	47	25
Cell372	1	10	23	9
Cell373	1	12	51	23
Cell375	1	4	42	21
Cell376	1	16	35	49
Cell377	1	5	38	42
Cell378	1	4	42	21
Cell379	1	7	47	37
Cell380	1	5	24	28
Cell381	1	4	42	58
Cell382	1	1	5	20
Cell383	1	1	50	40
Cell384	1	3	53	50
Cell385	1	20	58	8
Cell386	1	5	36	15
Cell387	1	1	6	53
Cell388	1	8	40	24
Cell389	1	9	30	34
Cell390	1	11	43	40
Cell391	1	1	52	31
Cell392	1	13	13	10
Cell393	1	8	49	12
Cell394	1	5	38	5
Cell395	1	1	52	31
Cell396	1	8	49	60
Cell397	1	11	54	20
Cell398	1	7	27	56
Cell399	1	5	15	43
Cell400	1	3	20	24
Cell403	1	11	61	26
Cell404	1	4	10	19
Cell405	1	18	34	8
Cell406	1	7	27	18
Cell407	1	20	58	41
Cell408	1	3	64	59
Cell409	1	6	17	6
Cell410	1	8	25	12
Cell411	1	4	42	42
Cell412	1	4	42	60
Cell413	1	5	38	15
Cell414	1	4	37	32
Cell415	1	12	51	13
Cell416	1	6	44	22
Cell417	1	4	43	47
Cell418	1	10	32	51
Cell419	1	5	24	60
Cell420	1	2	37	58
Cell421	1	16	57	49
Cell422	1	4	50	31
Cell423	1	6	31	12
Cell424	1	10	15	12
Cell425	1	3	53	61
Cell426	1	12	51	13
Cell427	1	7	47	52
Cell428	1	1	45	31
Cell429	1	20	58	7
Cell430	1	15	7	54
Cell431	1	6	31	6
Cell432	1	6	17	6
Cell433	1	8	49	23
Cell434	1	7	61	47
Cell435	1	15	7	35
Cell436	1	5	38	42
Cell437	1	7	27	20
Cell438	1	3	64	59
Cell439	1	2	22	35
Cell441	1	17	55	63
Cell442	1	21	28	11
Cell443	1	13	33	16
Cell444	1	7	9	14
Cell445	1	13	33	16
Cell446	1	1	6	1
Cell447	1	10	23	51
Cell448	1	2	22	52
Cell449	1	7	1	26
Cell450	1	15	7	54
Cell452	1	10	23	51
Cell453	1	1	6	1
Cell454	1	17	55	63
Cell455	1	5	38	50
Cell456	1	1	5	62
Cell457	1	2	29	25
Cell458	1	19	56	39
Cell459	1	6	17	6
Cell460	1	12	51	13
Cell461	1	16	48	49
Cell462	1	7	27	28
Cell463	1	1	5	1
Cell464	1	4	46	15
Cell465	1	13	33	16
Cell466	1	4	42	58
Cell468	1	6	31	60
Cell469	1	11	43	40
Cell470	1	6	44	58
Cell471	1	4	37	38
Cell472	1	5	24	7
Cell473	1	6	60	17
Cell474	1	13	33	16
Cell475	1	8	20	3
Cell476	1	2	39	23
Cell477	1	8	40	44
Cell478	1	9	18	33
Cell479	1	14	21	48
Cell480	1	8	40	43
Cell481	1	13	13	10
Cell482	1	1	52	31
Cell483	1	9	30	34
Cell484	1	5	38	42
Cell485	1	9	18	33
Cell486	1	5	24	60
Cell487	1	10	23	51
Cell488	1	8	49	55
Cell489	1	1	45	31
Cell490	1	7	47	52
Cell491	1	8	25	61
Cell492	1	19	56	39
Cell493	1	3	3	24
Cell496	1	21	12	11
Cell497	1	15	7	54
Cell498	1	21	28	11
Cell499	1	6	11	64
Cell500	1	7	1	19
Cell501	1	2	37	19
Cell502	1	4	9	35
Cell503	1	8	20	24
Cell504	1	2	39	30
Cell505	1	7	1	47
Cell506	1	3	64	59
Cell507	1	8	25	61
Cell508	1	2	22	45
Cell509	1	5	36	42
Cell510	1	15	7	54
Cell511	1	5	5	60
Cell512	1	17	55	63
Cell513	1	7	2	16
Cell514	1	12	51	27
Cell515	1	15	7	54
Cell516	1	2	39	58
Cell517	1	9	18	26
Cell518	1	2	62	58
Cell519	1	1	52	32
Cell520	1	6	60	36
Cell521	1	13	33	10
Cell522	1	6	44	2
Cell523	1	9	30	34
Cell524	1	18	34	8
Cell525	1	5	10	4
Cell526	1	9	4	34
Cell527	1	1	6	22
Cell528	1	4	42	28
Cell529	1	7	1	3
Cell530	1	15	7	54
Cell531	1	19	56	39
Cell532	1	1	5	46
Cell533	1	8	25	61
Cell534	1	1	5	53
Cell535	1	13	33	16
Cell536	1	1	5	10
Cell537	1	5	38	15
Cell538	1	19	56	39
Cell539	1	20	58	41
Cell540	1	3	3	55
Cell541	1	5	24	32
Cell542	1	1	5	5
Cell543	1	18	34	8
Cell544	1	7	27	10
Cell545	1	3	20	12
Cell546	1	11	61	26
Cell547	1	14	21	48
Cell548	1	4	42	2
Cell549	1	1	52	3
Cell550	1	1	50	46
Cell551	1	3	20	24
Cell552	1	3	20	24
Cell553	1	11	43	47
Cell554	1	6	17	6
Cell555	1	1	52	7
Cell556	1	3	53	50
Cell557	1	7	1	7
Cell558	1	3	53	47
Cell559	1	6	11	64
Cell560	1	10	23	60
Cell561	1	19	56	39
Cell562	1	8	49	12
Cell563	1	1	45	53
Cell564	1	7	2	35
Cell565	1	12	51	31
Cell566	1	2	22	45
Cell567	1	1	6	7
Cell568	1	16	16	49
Cell569	1	20	58	41
Cell570	1	10	32	57
Cell571	1	11	26	14
Cell572	1	6	11	23
Cell573	1	3	53	15
Cell574	1	11	43	26
Cell575	1	21	12	11
Cell576	1	3	20	23
Cell577	1	13	33	12
Cell578	1	19	56	39
Cell579	1	1	6	46
Cell580	1	10	32	7
Cell581	1	8	20	43
Cell582	1	1	45	62
Cell583	1	12	51	22
Cell584	1	7	27	18
Cell585	1	14	8	28
Cell586	1	6	60	17
Cell588	1	2	19	28
Cell589	1	10	23	57
Cell590	1	2	22	3
Cell592	1	7	27	18
Cell593	1	7	1	19
Cell594	1	11	61	26
Cell595	1	7	2	47
Cell596	1	10	23	57
Cell597	1	6	44	36
Cell598	1	8	25	25
Cell599	1	4	46	53
Cell600	1	4	42	62
Cell601	1	6	60	36
Cell602	1	12	51	13
Cell603	1	3	64	59
Cell604	1	5	36	60
Cell605	1	5	36	3
Cell606	1	2	37	4
Cell608	1	20	58	41
Cell609	1	5	36	46
Cell610	1	5	24	60
Cell611	1	21	28	11
Cell612	1	4	50	38
Cell613	1	5	38	12
Cell614	1	11	43	14
Cell615	1	19	56	39
Cell616	1	12	51	13
Cell617	1	13	13	10
Cell618	1	7	1	22
Cell619	1	3	64	59
Cell620	1	4	9	58
Cell621	1	7	2	2
Cell622	1	1	45	40
Cell623	1	1	45	35
Cell624	1	5	38	42
Cell625	1	4	50	38
Cell626	1	4	50	30
Cell627	1	9	4	34
Cell628	1	1	52	7
Cell629	1	17	41	63
Cell630	1	5	38	42
Cell631	1	15	7	54
Cell632	1	5	38	20
Cell633	1	1	52	22
Cell634	1	2	19	32
Cell635	1	15	7	43
Cell637	1	19	56	39
Cell638	1	1	52	1
Cell639	1	2	22	35
Cell640	1	12	51	13
Cell641	1	8	49	15
Cell642	1	16	16	49
Cell643	1	6	44	20
Cell644	1	9	4	34
Cell645	1	1	45	20
Cell646	1	13	33	10
Cell647	1	4	26	40
Cell648	1	7	1	3
Cell649	1	11	54	26
Cell650	1	3	53	50
Cell651	1	12	51	3
Cell652	1	19	56	39
Cell653	1	3	53	29
Cell654	1	12	6	9
Cell655	1	6	31	17
Cell656	1	3	64	50
Cell657	1	2	29	43
Cell658	1	9	63	2
Cell659	1	3	20	24
Cell660	1	4	42	21
Cell661	1	21	28	11
Cell662	1	1	5	31
Cell663	1	15	7	43
Cell664	1	18	34	8
Cell665	1	6	11	64
Cell666	1	17	41	63
Cell667	1	4	42	38
Cell668	1	7	47	9
Cell669	1	6	60	36
Cell670	1	17	55	27
Cell672	1	13	33	56
Cell673	1	5	15	37
Cell674	1	3	20	24
Cell675	1	7	2	47
Cell676	1	1	52	31
Cell677	1	1	6	2
Cell678	1	6	17	6
Cell679	1	7	27	28
Cell680	1	12	51	22
Cell681	1	16	48	49
Cell682	1	20	58	41
Cell683	1	4	46	35
Cell684	1	3	53	26
Cell685	1	2	29	25
Cell686	1	4	9	14
Cell687	1	9	4	34
Cell688	1	19	56	52
Cell689	1	2	39	10
Cell690	1	7	9	53
Cell691	1	11	43	40
Cell692	1	7	47	9
Cell693	1	2	62	14
Cell694	1	16	48	47
Cell696	1	1	5	62
Cell697	1	2	47	43
Cell698	1	9	18	33
Cell699	1	8	25	2
Cell700	1	13	33	16
Cell701	1	12	51	7
Cell702	1	8	40	44
Cell703	1	1	14	41
Cell704	1	4	9	38
Cell705	1	6	44	20
Cell706	1	2	22	52
Cell707	1	18	14	53
Cell708	1	4	10	14
Cell709	1	7	1	4
Cell710	1	1	6	17
Cell711	1	5	10	5
Cell712	1	5	15	14
Cell714	1	14	21	48
Cell715	1	19	56	39
Cell716	1	1	6	5
Cell717	1	5	10	32
Cell718	1	14	21	48
Cell719	1	3	53	12
Cell720	1	7	27	18
Cell721	1	4	37	4
Cell722	1	2	37	35
Cell723	1	18	34	8
Cell725	1	10	32	51
Cell726	1	4	42	37
Cell727	1	12	51	57
Cell728	1	7	2	47
Cell729	1	16	59	33
Cell730	1	12	51	7
Cell731	1	11	54	26
Cell732	1	5	24	30
Cell733	1	1	5	31
Cell734	1	5	24	55
Cell735	1	4	43	14
Cell736	1	3	64	59
Cell737	1	6	11	64
Cell738	1	5	36	56
Cell739	1	3	53	9
Cell740	1	11	54	9
Cell741	1	9	30	34
Cell742	1	2	29	23
Cell743	1	1	58	41
Cell744	1	2	62	45
Cell745	1	5	36	46
Cell746	1	9	18	33
Cell747	1	19	56	56
Cell748	1	2	19	25
Cell749	1	6	31	23
Cell750	1	11	61	47
Cell751	1	6	17	12
Cell752	1	9	63	34
Cell753	1	20	58	29
Cell754	1	3	3	55
Cell755	1	14	21	48
Cell756	1	13	33	16
Cell757	1	12	51	13
Cell758	1	3	64	59
Cell759	1	8	49	43
Cell760	1	5	24	24
Cell761	1	11	64	22
Cell762	1	10	32	40
Cell763	1	1	45	53
Cell764	1	20	58	41
Cell765	1	9	4	34
Cell766	1	3	20	24
Cell767	1	8	40	44
Cell768	1	8	25	61
Cell769	1	11	64	59
Cell770	1	2	39	58
Cell771	1	17	55	63
Cell772	1	1	6	37
Cell773	1	10	23	7
Cell774	1	5	15	28
Cell775	1	10	15	57
Cell777	1	1	52	31
Cell778	1	4	42	38
Cell779	1	3	3	55
Cell780	1	1	6	40
Cell781	1	1	52	46
Cell782	1	7	27	18
Cell783	1	13	13	50
Cell784	1	4	10	37
Cell785	1	21	28	11
Cell786	1	1	14	53
Cell787	1	7	47	58
Cell789	1	8	25	61
Cell790	1	20	58	41
Cell792	1	9	30	33
Cell793	1	2	22	10
Cell794	1	4	42	2
Cell795	1	8	25	12
Cell796	1	10	23	7
Cell797	1	4	50	62
Cell798	1	3	53	50
Cell799	1	20	58	41
Cell800	1	1	5	46
Cell801	1	1	52	22
Cell802	1	13	33	16
Cell803	1	6	17	6
Cell804	1	10	23	57
Cell805	1	11	43	40
Cell806	1	20	58	41
Cell807	1	9	18	33
Cell808	1	6	31	17
Cell809	1	7	2	26
Cell810	1	3	53	56
Cell811	1	4	50	21
Cell812	1	18	14	30
Cell813	1	14	8	36
Cell814	1	11	64	40
Cell815	1	1	52	30
Cell816	1	16	16	49
Cell817	1	13	13	45
Cell818	1	10	15	23
Cell819	1	8	40	44
Cell820	1	1	6	1
Cell821	1	5	46	15
Cell822	1	12	51	13
Cell823	1	3	3	15
Cell824	1	20	58	41
Cell825	1	1	52	31
Cell826	1	6	17	6
Cell827	1	13	33	16
Cell828	1	12	51	28
Cell829	1	4	46	42
Cell830	1	17	55	63
Cell831	1	7	2	36
Cell832	1	8	24	43
Cell833	1	14	21	48
Cell834	1	18	34	8
Cell835	1	12	51	7
Cell836	1	5	38	30
Cell837	1	4	9	10
Cell838	1	13	33	16
Cell839	1	3	20	55
Cell840	1	1	5	5
Cell841	1	18	14	8
Cell843	1	6	41	2
Cell844	1	10	23	51
Cell845	1	5	24	55
Cell846	1	6	41	63
Cell847	1	15	7	54
Cell848	1	18	34	8
Cell850	1	5	3	29
Cell851	1	2	37	24
Cell852	1	8	40	60
Cell853	1	1	52	1
Cell855	1	5	15	1
Cell856	1	2	37	58
Cell857	1	21	28	11
Cell858	1	3	20	24
Cell859	1	3	53	28
Cell860	1	1	45	14
Cell862	1	2	22	25
Cell864	1	2	39	58
Cell865	1	5	46	42
Cell866	1	2	22	45
Cell867	1	2	39	62
Cell868	1	8	40	44
Cell869	1	5	46	22
Cell870	1	7	27	58
Cell871	1	19	56	39
Cell872	1	16	59	64
Cell873	1	7	1	28
Cell874	1	14	8	36
Cell875	1	2	39	29
Cell876	1	14	21	48
Cell877	1	13	13	10
Cell878	1	1	5	5
Cell879	1	3	64	59
Cell880	1	6	60	23
Cell881	1	4	46	40
Cell883	1	1	14	53
Cell884	1	6	17	6
Cell885	1	1	52	46
Cell887	1	11	54	61
Cell888	1	1	19	4
Cell889	1	14	8	9
Cell890	1	9	18	2
Cell891	1	9	30	34
Cell892	1	4	42	21
Cell893	1	4	9	14
Cell894	1	1	6	1
Cell895	1	10	23	57
Cell896	1	5	36	22
Cell897	1	15	7	54
Cell898	1	11	26	60
Cell899	1	7	1	3
Cell900	1	14	21	48
Cell901	1	16	59	49
Cell902	1	2	22	23
Cell903	1	4	46	50
Cell904	1	13	13	16
Cell906	1	19	56	39
Cell907	1	18	34	8
Cell908	1	1	45	53
Cell909	1	2	62	4
Cell911	1	12	51	22
Cell912	1	12	51	13
Cell913	1	1	45	53
Cell914	1	8	49	55
Cell915	1	11	54	26
Cell916	1	16	16	49
Cell917	1	1	6	1
Cell918	1	3	64	59
Cell919	1	4	9	5
Cell920	1	7	47	43
Cell921	1	4	42	14
Cell922	1	1	45	5
Cell923	1	5	24	60
Cell924	1	3	53	50
Cell925	1	18	34	8
Cell926	1	6	17	37
Cell927	1	10	32	1
Cell928	1	10	32	57
Cell929	1	7	27	37
Cell930	1	13	33	27
Cell931	1	10	23	57
Cell932	1	4	50	22
Cell933	1	10	23	56
Cell934	1	1	52	5
Cell935	1	4	50	14
Cell936	1	3	3	24
Cell937	1	7	27	18
Cell938	1	1	34	55
Cell939	1	15	7	35
Cell940	1	1	45	62
Cell941	1	8	40	44
Cell942	1	11	26	21
Cell943	1	2	39	4
Cell944	1	18	34	8
Cell945	1	4	9	21
Cell946	1	1	52	7
Cell947	1	5	10	28
Cell948	1	6	17	6
Cell949	1	13	33	10
Cell950	1	12	51	13
Cell951	1	3	64	59
Cell952	1	3	20	12
Cell953	1	2	39	62
Cell954	1	2	62	52
Cell955	1	11	54	26
Cell956	1	3	20	24
Cell957	1	4	42	3
Cell958	1	7	27	30
Cell959	1	2	29	25
Cell960	1	8	49	21
Cell961	1	19	56	39
Cell962	1	5	24	7
Cell963	1	3	3	55
Cell966	1	6	11	64
Cell967	1	11	61	23
Cell968	1	3	64	59
Cell969	1	2	29	25
Cell970	1	1	5	5
Cell971	1	2	39	21
Cell973	1	6	44	12
Cell974	1	14	21	48
Cell975	1	8	49	55
Cell976	1	1	45	46
Cell977	1	11	26	14
Cell978	1	2	37	19
Cell979	1	4	26	47
Cell980	1	13	13	16
Cell981	1	4	50	25
Cell982	1	17	55	2
Cell983	1	11	54	59
Cell984	1	2	37	32
Cell985	1	9	4	34
Cell986	1	3	53	50
Cell987	1	2	22	52
Cell988	1	11	26	47
Cell989	1	3	53	47
Cell990	1	4	50	60
Cell991	1	1	6	37
Cell992	1	13	33	27
Cell993	1	9	18	26
Cell994	1	1	45	53
Cell995	1	18	34	8
Cell996	1	3	20	50
Cell997	1	9	18	12
Cell998	1	7	61	37
Cell999	1	5	24	32
Cell1000	1	2	39	14
Cell1001	1	18	34	8
Cell1002	1	3	64	59
Cell1003	1	1	5	55
Cell1004	1	2	29	25
Cell1005	1	12	32	32
Cell1006	1	2	39	58
Cell1007	1	7	1	28
Cell1008	1	6	17	6
Cell1009	1	13	13	10
Cell1010	1	3	53	50
Cell1011	1	5	36	60
Cell1012	1	13	33	10
Cell1013	1	14	21	48
Cell1014	1	11	43	14
Cell1015	1	14	8	28
Cell1016	1	1	52	19
Cell1018	1	6	31	36
Cell1019	1	4	9	35
Cell1020	1	4	39	62
Cell1021	1	8	25	61
Cell1022	1	16	57	49
Cell1023	1	1	6	5
Cell1024	1	19	56	39
Cell1025	1	15	7	54
Cell1026	1	6	44	57
Cell1027	1	13	33	56
Cell1028	1	7	1	30
Cell1029	1	18	14	29
Cell1030	1	10	23	7
Cell1031	1	1	6	1
Cell1032	1	1	52	53
Cell1033	1	9	4	34
Cell1034	1	2	22	52
Cell1035	1	18	34	30
Cell1036	1	2	37	45
Cell1037	1	3	64	59
Cell1038	1	2	62	58
Cell1039	1	14	21	48
Cell1040	1	7	61	26
Cell1041	1	1	52	31
Cell1042	1	21	28	9
Cell1043	1	12	51	13
Cell1044	1	6	44	23
Cell1045	1	4	9	3
Cell1047	1	6	17	6
Cell1048	1	1	52	31
Cell1049	1	5	36	42
Cell1051	1	13	33	27
Cell1052	1	8	40	44
Cell1053	1	3	53	51
Cell1054	1	3	20	12
Cell1055	1	11	54	27
Cell1056	1	12	51	53
Cell1057	1	9	63	56
Cell1058	1	2	39	62
Cell1059	1	2	62	52
Cell1060	1	1	45	53
Cell1061	1	5	38	15
Cell1064	1	1	50	62
Cell1065	1	7	2	35
Cell1066	1	11	61	26
Cell1067	1	10	32	28
Cell1068	1	8	40	41
Cell1069	1	6	60	17
Cell1070	1	12	51	13
Cell1071	1	1	5	46
Cell1072	1	1	14	53
Cell1073	1	8	24	29
Cell1074	1	1	6	31
Cell1075	1	8	49	55
Cell1076	1	14	8	56
Cell1077	1	10	23	51
Cell1078	1	15	7	54
Cell1079	1	2	37	28
Cell1080	1	12	51	13
Cell1081	1	3	3	55
Cell1082	1	15	7	54
Cell1083	1	6	31	6
Cell1084	1	8	25	23
Cell1085	1	11	43	19
Cell1086	1	2	19	10
Cell1087	1	5	38	20
Cell1089	1	4	9	19
Cell1090	1	10	32	27
Cell1091	1	9	61	33
Cell1092	1	13	13	10
Cell1093	1	4	42	58
Cell1094	1	10	23	51
Cell1095	1	8	40	12
Cell1097	1	8	25	61
Cell1098	1	12	51	13
Cell1099	1	6	60	32
Cell1100	1	6	17	6
Cell1101	1	11	43	45
Cell1102	1	7	2	3
Cell1103	1	7	47	27
Cell1104	1	5	38	42
Cell1105	1	6	60	17
Cell1106	1	4	26	47
Cell1107	1	5	36	17
Cell1108	1	2	29	25
Cell1109	1	20	58	41
Cell1110	1	1	5	32
Cell1111	1	8	25	61
Cell1112	1	1	50	23
Cell1113	1	3	20	4
Cell1114	1	10	32	15
Cell1115	1	2	29	25
Cell1116	1	14	21	48
Cell1117	1	19	56	39
Cell1118	1	14	8	43
